Source,RA_ICRS,DE_ICRS,Gmag
3017082107305355904,84.47788461957,-6.01342477822,17.725948
3017082137369258368,84.48759324799,-6.00131029105,18.657015
3017082176023081088,84.44429737522,-6.02566216692,19.8307
3017082176025240192,84.4474078175,-6.0226212256,19.476938
3017082206090906752,84.449531448,-6.02360753915,20.820972
3017082240448692608,84.42642764002,-6.02051343431,21.310762
3017082244743513984,84.42715698682,-6.01254976844,21.295721
3017082244744196608,84.42681200092,-6.01153632658,21.127352
3017082240448693120,84.43018776382,-6.0109163899,17.07782
3017082244744312576,84.42982121403,-6.01092803564,15.994802
3017082274808433536,84.44202782743,-6.01424988805,19.846544
3017082279104050304,84.44212990879,-6.01322412509,15.833945
3017082274808210560,84.45007572561,-6.00633200357,19.535624
3017082274808210432,84.44122772491,-6.00738513816,17.90623
3017082313463985152,84.47017761685,-6.00794901179,20.91873
3017082309167949184,84.46587617926,-6.00603164324,17.25173
3017082382183264384,84.44810378451,-6.00233552223,17.354004
