#Table1
class,z,dered_r
GALAXY,0.1368843,18.328
GALAXY,0.1391147,17.66436
GALAXY,0.04035684,16.97098
GALAXY,0.1363515,15.76148
GALAXY,0.1397051,17.41757
GALAXY,0.1360787,17.10165
GALAXY,0.1385412,17.41932
GALAXY,0.1352101,17.76034
GALAXY,0.1364336,15.76148
GALAXY,0.0403438,16.97098
GALAXY,0.09376025,16.44523
GALAXY,0.1384547,17.41932
GALAXY,0.1378766,17.65994
GALAXY,0.1378362,17.65994
QSO,0.1644668,
GALAXY,0.09243449,15.97031
GALAXY,0.132405,16.03666
GALAXY,0.09247502,17.28773
GALAXY,0.08994611,17.23077
GALAXY,0.09249166,17.28773
QSO,0.7946218,17.43745
GALAXY,0.04475605,16.90399
GALAXY,0.06377522,16.05315
GALAXY,0.1409179,17.32714
GALAXY,0.08990885,17.23077
GALAXY,0.09243842,15.97031
GALAXY,0.09239963,16.10211
GALAXY,0.141196,17.43595
QSO,0.1227456,17.71667
GALAXY,0.09238136,16.10211
GALAXY,0.03438013,17.22771
GALAXY,0.06376865,16.05315
GALAXY,0.1409067,17.32714
GALAXY,0.09307487,17.67277
GALAXY,0.09318464,17.67277
GALAXY,0.03246796,15.804
GALAXY,0.03437575,17.22771
GALAXY,0.1411918,17.43595
GALAXY,0.04474062,16.90399
GALAXY,0.3187897,18.46501
GALAXY,0.3187081,18.46501
QSO,0.1227426,17.71667
GALAXY,0.1324396,16.03666
GALAXY,0.1343913,17.59138
GALAXY,0.1344216,17.59138
GALAXY,0.03245946,15.804
QSO,1.962636,
GALAXY,0.04447528,17.35334
GALAXY,0.04447932,17.35334
QSO,0.7945952,17.43745
GALAXY,0.1375173,15.81727
QSO,0.2256078,17.94493
GALAXY,0.1222148,17.49256
GALAXY,0.1377712,17.30182
GALAXY,0.1002409,17.57252
GALAXY,0.7548016,
QSO,0.7054558,18.20723
QSO,0.2257251,17.94493
GALAXY,0.1002933,17.57252
GALAXY,0.01590442,20.31265
GALAXY,0.04623836,17.62494
GALAXY,0.1229481,16.5209
GALAXY,0.1375265,15.81727
GALAXY,0.0683071,16.34532
GALAXY,0.1377527,17.30182
GALAXY,0.3035377,18.28245
GALAXY,0.09513075,17.45656
GALAXY,0.06834973,16.91762
GALAXY,0.1385223,17.10483
GALAXY,0.09517549,17.45656
GALAXY,0.1221888,17.49256
GALAXY,0.1228739,16.5209
GALAXY,0.0683838,16.91762
GALAXY,0.1386286,17.10483
QSO,1.660028,19.10638
QSO,1.658752,19.10638
GALAXY,0.07533856,17.12418
GALAXY,0.3034738,18.28245
QSO,0.7056323,18.20723
GALAXY,0.04619412,17.62494
GALAXY,0.06837906,16.34532
GALAXY,0.06272053,17.0028
GALAXY,0.3970872,18.84205
GALAXY,0.06270817,17.0028
GALAXY,0.1231808,17.7745
GALAXY,0.1398948,17.90066
GALAXY,0.123129,17.7745
GALAXY,0.1900898,17.59969
GALAXY,0.08628134,16.51814
QSO,1.470221,19.01267
QSO,0.6880047,
GALAXY,0.1059727,16.65681
GALAXY,0.3972373,18.84205
GALAXY,0.1368633,18.328
GALAXY,0.09214547,16.34683
QSO,0.3499537,
QSO,1.464616,19.01267
GALAXY,0.04470943,16.53571
QSO,0.3529568,18.70179
GALAXY,0.03320398,16.75463
GALAXY,0.09216936,16.34683
GALAXY,0.1397851,17.90066
GALAXY,0.190023,17.59969
GALAXY,0.105979,16.65681
GALAXY,0.04467151,16.53571
QSO,0.3531286,18.70179
GALAXY,0.03321034,16.75463
GALAXY,0.08627754,16.51814
QSO,1.802574,18.53135
GALAXY,0.09357729,17.7259
GALAXY,0.09348065,17.7259
GALAXY,0.5128392,20.13197
GALAXY,0.1673929,17.1248
QSO,1.805678,18.53135
GALAXY,0.1437102,17.47815
GALAXY,0.04622038,14.98335
GALAXY,0.0975033,17.71621
GALAXY,0.09214719,17.48909
GALAXY,0.09214915,17.48909
GALAXY,0.1033238,17.17161
GALAXY,0.04624074,14.98335
GALAXY,0.04620881,16.82816
GALAXY,0.09549537,17.07881
QSO,0.5188116,18.10486
GALAXY,0.1437857,17.47815
GALAXY,0.04618328,16.82816
GALAXY,0.09755185,17.71621
GALAXY,0.09407017,17.2767
GALAXY,0.124156,16.90727
GALAXY,0.8614253,
GALAXY,0.09412882,17.2767
QSO,0.5187309,18.10486
GALAXY,0.04141901,17.17996
GALAXY,0.09338361,16.06098
GALAXY,0.04143162,17.17996
GALAXY,0.1672889,17.1248
GALAXY,0.09324933,16.06098
GALAXY,0.09554865,17.07881
GALAXY,0.1032643,17.17161
GALAXY,0.2476557,17.55401
GALAXY,0.2474828,17.55401
GALAXY,0.1241677,16.90727
GALAXY,0.04491851,15.22148
GALAXY,0.1789698,17.15574
GALAXY,0.1791194,17.44698
GALAXY,0.0654925,20.54506
GALAXY,0.09427799,17.3333
GALAXY,0.03270039,16.46461
GALAXY,0.04376306,16.96772
GALAXY,0.491009,19.28906
GALAXY,0.04419884,15.57857
GALAXY,0.0441659,15.57857
GALAXY,0.4913382,19.28906
QSO,0.08547489,17.85222
GALAXY,0.09424079,17.3333
GALAXY,0.04552755,17.46788
GALAXY,0.1789625,17.15574
GALAXY,0.03267652,16.46461
GALAXY,0.434652,19.08764
GALAXY,0.0449676,15.22148
GALAXY,0.8533519,19.08764
GALAXY,0.1790494,17.44698
GALAXY,0.8428555,
GALAXY,0.043736,17.36246
GALAXY,0.04374476,16.96772
GALAXY,0.1341834,17.08165
GALAXY,0.1341933,17.08165
GALAXY,0.0654536,20.54506
GALAXY,0.04373935,17.36246
GALAXY,0.09377654,17.45768
GALAXY,0.09373849,17.45768
GALAXY,0.03368467,14.474
GALAXY,0.03367684,14.474
GALAXY,0.1306274,16.40531
GALAXY,0.1305885,16.40531
GALAXY,0.04609613,15.48654
GALAXY,0.09302521,16.46282
GALAXY,0.09300667,16.46282
GALAXY,0.1723024,17.54088
GALAXY,0.09218665,16.72048
GALAXY,0.1240218,16.17337
GALAXY,0.09434516,16.40991
GALAXY,0.04681686,
GALAXY,0.06264381,17.04718
GALAXY,0.09766732,17.53276
GALAXY,0.8303979,
GALAXY,0.06266275,17.04718
GALAXY,0.1241096,16.17337
GALAXY,0.09175824,16.14259
GALAXY,0.2310391,17.7262
QSO,0.08547033,17.85222
QSO,1.108971,18.67058
GALAXY,0.2310525,17.7262
GALAXY,0.1722459,17.54088
GALAXY,0.08082879,17.1491
GALAXY,0.1735541,17.13807
GALAXY,0.09220109,16.72048
GALAXY,0.04516444,15.8554
QSO,1.108435,18.67058
GALAXY,0.09167676,17.2965
GALAXY,0.04603692,15.48654
GALAXY,0.08654288,17.40182
GALAXY,0.04514595,15.8554
GALAXY,0.09777999,17.53276
GALAXY,0.0943981,16.40991
GALAXY,0.09318301,15.45163
GALAXY,0.09320027,15.45163
GALAXY,0.1333281,17.75497
GALAXY,0.0866537,17.40182
GALAXY,0.06258693,16.37484
QSO,0.7805043,18.87814
QSO,1.356185,18.21517
QSO,1.356151,18.21517
QSO,0.7804531,18.87814
GALAXY,0.1333117,17.75497
GALAXY,0.04634758,17.03236
GALAXY,0.04468038,16.78795
GALAXY,0.1415629,16.98026
GALAXY,0.1784363,17.36692
GALAXY,0.09617864,16.63981
GALAXY,0.0444685,16.78217
GALAXY,0.04389195,17.08446
GALAXY,0.04719725,16.39234
GALAXY,0.09957517,16.39832
GALAXY,0.04479999,17.26223
GALAXY,0.04464794,16.78795
QSO,2.167938,17.88051
GALAXY,0.04473305,17.26223
GALAXY,0.04526117,15.27883
GALAXY,0.04556089,17.46788
GALAXY,0.0464108,17.03236
GALAXY,0.04532245,17.2777
GALAXY,0.04522705,17.2777
QSO,4.948353,
QSO,2.166249,17.88051
GALAXY,0.09957771,16.39832
GALAXY,0.04630038,16.31327
GALAXY,0.06589852,16.21111
GALAXY,0.1786308,17.36692
GALAXY,0.09625717,16.63981
GALAXY,0.09882574,17.72106
GALAXY,0.09882391,17.72106
GALAXY,0.0452228,15.27883
GALAXY,0.04626758,16.31327
GALAXY,0.04510714,14.31021
GALAXY,0.04390857,17.08446
GALAXY,0.04708678,16.39234
GALAXY,0.06590267,16.21111
GALAXY,0.04510422,14.31021
GALAXY,0.04441686,16.78217
GALAXY,0.1416117,16.98026
GALAXY,0.08080114,17.1491
QSO,0.1949565,
GALAXY,0.1245573,17.48965
GALAXY,0.1258852,17.14423
GALAXY,0.325316,
GALAXY,0.1245672,17.48965
GALAXY,0.04467785,16.52708
GALAXY,0.1587636,17.49623
GALAXY,0.1727368,17.38489
GALAXY,0.0901412,17.20788
GALAXY,0.2057206,17.61208
GALAXY,0.09254889,16.89666
GALAXY,0.04461014,16.52708
GALAXY,0.1743092,17.38072
GALAXY,0.09260166,16.89666
GALAXY,0.09172951,16.14259
GALAXY,0.09747325,17.44753
GALAXY,0.06767312,16.40314
QSO,0.6833993,19.12393
GALAXY,0.1278379,17.05214
GALAXY,0.2044758,17.45114
GALAXY,0.09011156,17.20788
GALAXY,0.09663249,16.14378
GALAXY,0.09663438,16.14378
GALAXY,0.2046969,17.45114
GALAXY,0.06763151,16.40314
GALAXY,0.1256828,17.14423
GALAXY,0.06251442,16.37484
GALAXY,0.09103563,16.89253
GALAXY,0.09167663,17.2965
GALAXY,0.1587768,17.49623
GALAXY,0.1278531,17.05214
GALAXY,0.2057777,17.61208
GALAXY,0.1743486,17.38072
QSO,0.6842649,19.12393
GALAXY,0.09107369,16.89253
GALAXY,0.1241154,17.56305
GALAXY,0.1735882,17.13807
GALAXY,0.3374618,17.36182
GALAXY,0.2151511,17.21779
GALAXY,0.1396246,16.91994
GALAXY,0.1398996,17.39052
GALAXY,0.04455411,16.07781
GALAXY,0.1394892,16.91994
QSO,2.237739,18.65894
GALAXY,0.04720234,17.6779
GALAXY,0.09253307,17.38132
GALAXY,0.1418547,17.54227
GALAXY,0.04717266,17.6779
GALAXY,0.04454955,16.07781
GALAXY,0.1399253,17.39052
GALAXY,0.09258463,17.38132
GALAXY,0.09614977,17.55818
GALAXY,0.2149159,17.21779
GALAXY,0.04766853,17.07612
GALAXY,0.04717308,15.96849
GALAXY,0.08824154,16.33116
QSO,2.236986,18.65894
GALAXY,0.0211566,17.41931
GALAXY,0.0665954,17.91788
GALAXY,0.0882312,16.33116
GALAXY,0.8843055,
GALAXY,0.07580523,17.54895
GALAXY,0.09613974,17.55818
GALAXY,0.045119,17.59985
GALAXY,0.06718142,16.81059
GALAXY,0.04476759,16.03911
GALAXY,0.04458822,14.96823
GALAXY,0.06659939,17.91788
GALAXY,0.04508871,17.59985
GALAXY,0.1419539,17.54227
QSO,1.109393,
GALAXY,0.04546501,17.79365
GALAXY,0.09955513,17.61474
GALAXY,0.045327,16.88654
GALAXY,0.08239474,17.19518
GALAXY,0.06876056,16.316
GALAXY,0.1278248,17.17079
GALAXY,0.09782694,17.50354
GALAXY,0.04547419,17.79365
GALAXY,0.09681908,16.20531
GALAXY,0.06871054,16.316
GALAXY,0.04555192,15.99661
GALAXY,0.04559936,15.99661
GALAXY,0.1735962,17.74907
GALAXY,0.1735358,17.74907
GALAXY,0.06896073,17.54331
GALAXY,0.04620731,16.51586
GALAXY,0.09734646,17.50842
GALAXY,0.09782924,17.50354
GALAXY,0.03228866,16.35047
GALAXY,0.09894993,17.46173
GALAXY,0.0995555,17.61474
GALAXY,0.03229077,16.35047
GALAXY,0.09681777,16.20531
GALAXY,0.08232071,17.19518
GALAXY,0.1728218,17.38489
GALAXY,0.09820767,16.19988
GALAXY,0.3600331,19.26269
GALAXY,0.09748872,17.44753
GALAXY,0.1746005,17.33625
GALAXY,0.1744442,17.33625
GALAXY,0.1240343,17.56305
GALAXY,0.09898562,17.46173
GALAXY,0.09733426,17.50842
GALAXY,0.04615523,16.51586
GALAXY,0.09824905,16.19988
GALAXY,0.04550453,15.65175
GALAXY,0.09318665,16.84365
GALAXY,0.02113394,17.41931
GALAXY,0.04623601,17.26775
GALAXY,0.046166,15.8953
GALAXY,0.03275921,17.59565
GALAXY,0.04627349,17.26775
GALAXY,0.04550909,15.65175
GALAXY,0.06592015,17.41978
GALAXY,0.1784787,17.22646
GALAXY,0.04711639,15.96849
GALAXY,0.1779133,17.60291
QSO,3.044658,18.40493
QSO,3.04513,18.40493
GALAXY,0.03275819,17.59565
GALAXY,0.06195069,17.26697
GALAXY,0.04662735,14.34462
GALAXY,0.0481279,-9999
GALAXY,0.04815482,-9999
GALAXY,0.04614044,15.8953
GALAXY,0.1778199,17.60291
GALAXY,0.06592298,17.41978
GALAXY,0.04460886,14.96823
GALAXY,0.07577504,17.54895
GALAXY,0.1784398,17.22646
GALAXY,0.2762475,17.74664
GALAXY,0.0670743,16.81059
GALAXY,0.0476416,17.07612
GALAXY,0.09408604,16.61271
GALAXY,0.09410248,16.61271
GALAXY,0.02182728,15.91572
GALAXY,0.02169315,15.70824
GALAXY,0.09314977,16.84365
GALAXY,0.04661307,14.34462
GALAXY,0.9922769,
GALAXY,0.044733,16.03911
GALAXY,0.02165324,15.70824
GALAXY,0.3378441,17.36182
GALAXY,0.2760926,17.74664
GALAXY,0.02187334,15.91572
GALAXY,0.02134107,13.69017
GALAXY,0.06312618,17.39439
GALAXY,0.03266453,15.75946
GALAXY,0.02133142,13.69017
GALAXY,0.1783939,17.21265
GALAXY,0.01508168,
GALAXY,0.1405914,17.17549
GALAXY,0.1783849,17.21265
QSO,0.1227786,17.43045
GALAXY,0.0624475,16.86238
GALAXY,0.06192249,17.26697
GALAXY,0.02049355,15.09598
GALAXY,0.125173,17.24418
GALAXY,0.1404721,17.17549
GALAXY,0.06244269,16.86238
GALAXY,0.1805429,17.51753
GALAXY,0.09709409,17.34303
GALAXY,0.330637,18.31108
GALAXY,0.06305736,17.39439
GALAXY,0.06263834,14.53235
GALAXY,0.3239494,17.95786
GALAXY,0.02125802,13.7872
GALAXY,0.1252323,17.24418
GALAXY,0.3307938,18.31108
GALAXY,0.09435425,17.52865
GALAXY,0.3239354,17.95786
GALAXY,0.2141056,16.73689
GALAXY,0.09437901,17.52865
GALAXY,0.472636,19.55729
GALAXY,0.2141092,16.73689
GALAXY,0.02170249,16.73989
GALAXY,0.06262391,14.53235
GALAXY,0.03271956,15.75946
GALAXY,0.4728568,19.55729
QSO,0.1227516,17.43045
GALAXY,0.1806293,17.51753
GALAXY,0.02125578,13.7872
GALAXY,0.02052655,15.09598
GALAXY,0.09716827,17.34303
QSO,2.492691,18.32213
QSO,2.660739,
GALAXY,0.1228111,17.42274
GALAXY,0.1227798,17.38144
GALAXY,0.04568858,17.3047
GALAXY,0.09590509,17.17521
GALAXY,0.09704121,17.64981
QSO,0.8779835,18.87554
GALAXY,0.1772463,17.76686
GALAXY,0.09567464,17.54663
GALAXY,0.09699048,16.91783
GALAXY,0.09592499,17.17521
GALAXY,0.04574651,17.3047
GALAXY,0.1360181,17.15412
GALAXY,0.09645705,17.13344
QSO,2.492378,18.32213
GALAXY,0.09710366,17.64981
GALAXY,0.09634899,17.47143
GALAXY,0.4184126,19.20664
GALAXY,0.02122282,15.42526
GALAXY,0.02172007,16.73989
GALAXY,0.09652442,17.13344
GALAXY,0.09672172,17.62664
QSO,3.762955,
GALAXY,0.1786855,17.68667
GALAXY,0.1775376,17.76686
GALAXY,0.08924252,16.30404
GALAXY,0.1228905,17.42274
GALAXY,0.06208752,16.86258
GALAXY,0.1787941,17.68667
GALAXY,0.1227362,17.38144
GALAXY,0.0620062,16.86258
QSO,0.878103,18.87554
GALAXY,0.09635169,17.47143
GALAXY,0.4182477,19.20664
GALAXY,0.08921963,16.30404
GALAXY,0.09643641,17.48253
GALAXY,0.06594614,17.43744
GALAXY,0.06165684,17.275
GALAXY,0.0627381,16.60652
GALAXY,0.1752584,17.3311
GALAXY,0.1751854,17.3311
GALAXY,0.06273843,16.60652
GALAXY,0.3348687,18.43492
GALAXY,0.04643646,16.11698
GALAXY,0.06817851,16.38841
GALAXY,0.04659506,16.1741
QSO,2.081445,
GALAXY,0.09648456,17.48253
GALAXY,0.1766437,16.78301
GALAXY,0.06219585,15.03374
GALAXY,0.06208397,15.03374
GALAXY,0.1228102,17.68076
GALAXY,0.06597762,17.43744
GALAXY,0.0463645,16.11698
GALAXY,0.1277961,17.17079
GALAXY,0.04561804,16.57636
GALAXY,0.04538929,16.88654
GALAXY,0.08231728,16.69128
GALAXY,0.0455955,16.57636
GALAXY,0.1765755,17.23776
GALAXY,0.33463,18.43492
GALAXY,0.1765116,16.78301
GALAXY,0.1229798,17.68076
QSO,0.2140629,18.01122
GALAXY,0.06814558,16.38841
GALAXY,0.04660665,16.1741
GALAXY,0.06168771,17.275
QSO,0.2139779,18.01122
GALAXY,0.04587331,17.56082
GALAXY,0.04583271,17.56082
GALAXY,0.2695636,17.77972
GALAXY,0.06864624,17.48899
GALAXY,0.09685963,17.53879
GALAXY,0.09531157,17.35859
GALAXY,0.09706235,17.1234
GALAXY,0.09497311,17.47974
GALAXY,0.09864233,17.54971
QSO,1.087186,
GALAXY,0.135398,17.51904
GALAXY,0.1276063,17.3392
GALAXY,0.09493823,16.76909
GALAXY,0.08091867,16.73127
GALAXY,0.09570944,17.54663
GALAXY,0.0952909,17.35859
GALAXY,0.09763407,16.38578
GALAXY,0.2694294,17.77972
GALAXY,0.417297,18.55024
GALAXY,0.417296,18.55024
GALAXY,0.09711079,17.1234
GALAXY,0.1000651,17.05389
GALAXY,0.0808656,16.73127
GALAXY,0.09864474,17.54971
GALAXY,0.09711574,16.91783
GALAXY,0.09498072,17.47974
GALAXY,0.09654821,17.07489
GALAXY,0.09764816,16.38578
GALAXY,0.02121364,15.42526
GALAXY,0.09671388,17.62664
GALAXY,0.1359627,17.15412
GALAXY,0.09652208,17.07489
GALAXY,0.1000369,17.05389
GALAXY,0.09674084,17.53879
GALAXY,0.09499296,16.76909
GALAXY,0.1276727,17.3392
GALAXY,0.06866243,17.48899
QSO,1.649756,
GALAXY,0.06871233,15.93344
QSO,0.6926668,20.07083
GALAXY,0.1777557,17.5411
GALAXY,0.09685361,15.50347
GALAXY,0.09747923,15.80165
GALAXY,0.09841955,17.04908
GALAXY,0.09779283,16.63603
GALAXY,0.09605173,17.05635
GALAXY,0.1778827,16.85979
GALAXY,0.176683,17.06227
GALAXY,0.1767117,17.06227
GALAXY,0.09637255,17.54736
GALAXY,0.06891222,17.54331
QSO,0.9466721,19.10106
GALAXY,0.04544576,16.85117
GALAXY,0.1764874,17.23776
GALAXY,0.06864459,15.93344
GALAXY,0.09612045,17.05635
GALAXY,0.09682713,17.40716
GALAXY,0.09602056,16.36511
GALAXY,0.09780461,16.63603
GALAXY,0.09839579,17.04908
GALAXY,0.08236595,16.69128
GALAXY,0.09688912,17.40716
GALAXY,0.09744647,15.80165
QSO,0.6927509,20.07083
GALAXY,0.09596842,16.36511
QSO,0.9089739,
GALAXY,0.02112721,17.85143
GALAXY,0.04705122,16.29395
GALAXY,0.02107671,17.55217
GALAXY,0.02105822,17.55217
QSO,0.9472728,19.10106
GALAXY,0.09635976,17.54736
GALAXY,0.04544703,16.85117
GALAXY,0.09683838,15.50347
GALAXY,0.02119605,17.85143
GALAXY,0.09575358,16.41094
GALAXY,0.2944042,17.93425
GALAXY,0.09793088,16.45377
GALAXY,0.03345294,14.92404
GALAXY,0.09711692,17.72106
GALAXY,0.09349463,17.22637
GALAXY,0.09535927,
GALAXY,0.03156779,16.96856
GALAXY,0.09712719,17.14885
GALAXY,0.09302828,17.34021
GALAXY,0.09490626,16.29929
GALAXY,0.09581964,16.2172
GALAXY,0.09307341,17.34021
GALAXY,0.03379156,17.33839
GALAXY,0.09796667,16.45377
GALAXY,0.09715236,17.14885
GALAXY,0.09570225,17.36738
GALAXY,0.09828702,16.83885
GALAXY,0.09717491,17.38047
GALAXY,0.06232631,14.94084
GALAXY,0.03379481,17.33839
GALAXY,0.09541085,
GALAXY,0.09807955,17.4332
GALAXY,0.09815097,17.4332
GALAXY,0.09946534,16.95017
GALAXY,0.03144841,15.77716
GALAXY,0.09311079,16.56783
GALAXY,0.03345513,14.92404
QSO,1.105478,
GALAXY,0.09718867,17.38047
GALAXY,0.09584994,16.71371
GALAXY,0.09939211,16.95017
GALAXY,0.06256386,16.76326
GALAXY,0.09363697,16.50115
GALAXY,0.09803706,17.59063
GALAXY,0.09799057,17.59063
GALAXY,0.03141538,15.60979
GALAXY,0.06256971,15.5145
GALAXY,0.09845418,17.32142
QSO,1.681209,18.89437
GALAXY,0.0445231,16.30396
GALAXY,0.1779907,16.85979
GALAXY,0.04604954,17.25269
GALAXY,0.08290688,17.25177
QSO,0.8954181,16.76884
QSO,0.772505,18.3361
GALAXY,0.09747344,17.53966
QSO,1.918097,19.06489
GALAXY,0.0460473,17.25269
GALAXY,0.0974355,17.53966
QSO,1.917675,19.06489
GALAXY,0.09491818,16.08144
GALAXY,0.04708766,16.29395
GALAXY,0.09493141,16.08144
GALAXY,0.04507078,16.62893
GALAXY,0.04504999,16.62893
GALAXY,0.09636196,17.48262
GALAXY,0.2688864,17.95298
GALAXY,0.08292732,17.25177
GALAXY,0.04452823,16.30396
GALAXY,0.123724,17.41203
QSO,1.680108,18.89437
QSO,0.7721276,18.3361
GALAXY,0.09636237,17.48262
GALAXY,0.04556385,16.59158
GALAXY,0.02124679,16.76884
GALAXY,0.06898671,17.5424
GALAXY,0.1776433,17.5411
QSO,0.9013953,
GALAXY,0,16.2172
GALAXY,0.1352225,17.51904
GALAXY,0.1795893,16.90004
GALAXY,0.1796306,16.90004
GALAXY,0.04553893,16.59158
GALAXY,0.2691331,17.95298
GALAXY,0.06898676,17.5424
GALAXY,0.09689239,17.39
GALAXY,0.09333034,15.95548
GALAXY,0.06258609,16.76326
GALAXY,0,17.41203
GALAXY,0.1222512,17.68201
GALAXY,0.03342812,14.30286
GALAXY,0.09557639,15.36336
GALAXY,0.09552933,15.36336
GALAXY,0.0933622,15.95548
GALAXY,0.09850309,16.42644
GALAXY,0.0333937,14.30286
GALAXY,0.4178279,18.63543
GALAXY,0.09346035,17.22637
GALAXY,0.0315523,16.96856
QSO,0.8469424,
GALAXY,0.09494215,17.72827
GALAXY,0.09583938,16.71371
GALAXY,0.09717859,17.72106
GALAXY,0.09366658,17.61841
GALAXY,0.06238078,14.94084
GALAXY,0.09846678,16.42644
GALAXY,0.09829134,16.80765
GALAXY,0.09484258,16.29929
GALAXY,0.09359865,16.50115
GALAXY,0.09855813,17.32142
GALAXY,0.09825334,16.83885
GALAXY,0.09566182,17.36738
GALAXY,0.09687442,17.39
GALAXY,0.03140608,15.60979
GALAXY,0.1222356,17.68201
GALAXY,0.2945647,17.93425
GALAXY,0.09567286,16.41094
GALAXY,0.09842771,16.80765
QSO,4.053591,
GALAXY,0.0931963,16.56783
GALAXY,0.06248555,15.5145
GALAXY,0.09483701,17.72827
GALAXY,0.09377767,17.61841
GALAXY,0.8567261,18.63543
GALAXY,0.0314129,15.77716
GALAXY,0.0465611,16.15274
GALAXY,0.04715846,15.9171
GALAXY,0.04388978,15.82807
GALAXY,0.04812082,14.09507
GALAXY,0.04828431,15.80173
GALAXY,0.04161749,16.97334
GALAXY,0.0471465,16.33804
GALAXY,0.2036356,17.33874
GALAXY,0.04153075,16.33914
GALAXY,0.04140621,16.2112
GALAXY,0.04043934,16.80741
GALAXY,0.04335027,17.45306
GALAXY,0.3566161,18.38795
GALAXY,0.09808032,16.75026
GALAXY,0.04087288,17.31624
GALAXY,0.04232889,17.05496
GALAXY,0.04111088,15.22227
GALAXY,0.04471629,17.36569
GALAXY,0.1022109,17.24379
GALAXY,0.09506141,16.51799
GALAXY,0.1231451,17.61385
GALAXY,0.09532314,16.51037
GALAXY,0.03341235,14.28343
GALAXY,0.04497541,16.64527
GALAXY,0.03351018,16.62259
GALAXY,0.09549382,17.69916
GALAXY,0.398138,
GALAXY,0.1440468,17.35321
GALAXY,0.2040654,16.4833
GALAXY,0.04498773,17.03139
GALAXY,0.1435468,17.40541
GALAXY,0.188069,19.80139
GALAXY,0.09554408,16.46122
GALAXY,0.2050562,17.62998
GALAXY,0.04785177,16.68214
GALAXY,0.04499136,16.43727
GALAXY,0.04628501,16.3611
GALAXY,0.04862739,16.58974
GALAXY,0.04144965,16.11639
GALAXY,0.04055981,15.48273
GALAXY,0.04507175,16.32869
GALAXY,0.0443475,17.26673
GALAXY,0.0458436,16.44076
GALAXY,0.04243781,17.32937
GALAXY,0.1927717,17.27997
GALAXY,0.2034688,17.40624
GALAXY,0.1029261,
GALAXY,0.04614336,17.11385
GALAXY,0.04384797,17.02867
GALAXY,0.04176417,16.12349
GALAXY,0.0426452,16.55808
GALAXY,0.04933015,
GALAXY,0.05798604,17.35603
GALAXY,0.06946362,16.73656
GALAXY,0.08592703,15.3027
GALAXY,0.09713008,17.65223
QSO,0.3584977,18.19016
GALAXY,0.1977266,17.66204
GALAXY,0.09703877,
GALAXY,0.09770044,17.44785
GALAXY,0.09169753,16.62997
GALAXY,0.048347,15.31145
QSO,3.290906,
GALAXY,0.3699467,18.65214
GALAXY,0.4662475,19.01023
GALAXY,0.3554933,18.72963
GALAXY,0.09557392,17.50423
GALAXY,0.09566937,17.01356
GALAXY,0.0463312,17.25081
GALAXY,0.2711993,17.39326
GALAXY,0.09868158,16.82446
GALAXY,0.098474,15.48589
GALAXY,0.04518585,16.5193
GALAXY,0.04541563,16.06643
QSO,0.2005561,18.13203
QSO,0.275728,17.54973
GALAXY,0.03336682,17.3035
GALAXY,0.04247649,15.87292
GALAXY,0.04341232,16.26501
GALAXY,0.04748411,17.1322
GALAXY,0.06230282,17.81316
GALAXY,0.03322666,15.53197
GALAXY,0.1434643,
GALAXY,0.04874733,17.28327
GALAXY,0.08639676,17.05949
GALAXY,0.04228496,15.27073
GALAXY,0.04896778,16.14011
GALAXY,0.04117141,16.28778
GALAXY,0.04373433,16.77334
GALAXY,0.04314791,17.25163
GALAXY,0.04168135,15.59638
GALAXY,0.1871355,17.22878
GALAXY,0.9429146,16.23932
GALAXY,0.09277904,17.64159
GALAXY,0.04228243,16.45534
GALAXY,0.04647452,17.68914
GALAXY,0.09813765,
GALAXY,0.07066093,17.11954
GALAXY,0.276361,18.96718
GALAXY,0.04664776,16.33902
GALAXY,0.09261788,16.71742
GALAXY,0.09616243,17.09243
GALAXY,0.0915454,17.38711
GALAXY,0.1969688,17.4425
GALAXY,0.0435949,17.21039
QSO,0.2765018,18.73304
GALAXY,0.07103451,15.11735
GALAXY,0.0915474,17.33087
GALAXY,0.08873131,16.24964
GALAXY,0.09594639,17.58359
GALAXY,0.06512105,15.46843
GALAXY,0.08704213,16.29188
GALAXY,0.0645807,17.02496
GALAXY,0.09223709,16.93975
GALAXY,0.09686861,16.42701
GALAXY,0.05800318,17.50548
GALAXY,0.08704586,17.41875
GALAXY,0.1900033,18.98485
GALAXY,0.09110201,16.04345
GALAXY,0.1911819,17.3682
GALAXY,0.08420207,17.28931
GALAXY,0.4168614,19.22669
GALAXY,0.1043596,17.58465
GALAXY,0.06567217,14.70665
QSO,1.814348,
GALAXY,0.1869858,17.72404
GALAXY,0.04451234,16.4709
GALAXY,0.1163033,17.54149
GALAXY,0.08534282,17.58068
GALAXY,0.1218222,16.61703
GALAXY,0.1074287,16.44014
GALAXY,0.2156218,16.81523
QSO,1.890817,19.20771
QSO,0.1530577,16.88628
GALAXY,0.343175,18.90018
GALAXY,0.06805212,19.50839
GALAXY,0.04664793,16.47807
GALAXY,0.04600343,14.22606
GALAXY,0.09506433,17.5398
GALAXY,0.09273113,17.19507
GALAXY,0.08690188,17.28487
GALAXY,0.07516007,
GALAXY,0.09574398,17.1988
GALAXY,0.07031794,17.10287
GALAXY,0.217119,17.36904
GALAXY,0.1852873,17.64713
GALAXY,0.2745082,18.04202
GALAXY,0.194159,17.17447
