pl_name,discoverymethod,pl_rade,pl_bmasse
"WASP-79 b","Transit",,
"Kepler-851 b","Transit",1.92000000,
"Kepler-686 b","Transit",11.77000000,
"GJ 682 b","Radial Velocity",,4.40000000
"Kepler-1008 b","Transit",,
"Kepler-1405 b","Transit",,
"Kepler-454 d","Radial Velocity",,734.18362017
"KOI-142 b","Transit",3.79600000,
"Kepler-143 b","Transit",1.82000000,
"Kepler-19 c","Transit Timing Variations",,16.58028128
"Kepler-637 b","Transit",2.76000000,
"Kepler-144 c","Transit",1.10000000,
"Kepler-1040 b","Transit",1.84000000,
"Kepler-897 b","Transit",,
"Kepler-132 e","Transit",1.12500000,
"Kepler-1933 b","Transit",1.17984089,
"Kepler-158 c","Transit",2.02000000,
"Kepler-326 c","Transit",2.79000000,
"Kepler-1616 b","Transit",1.34000000,
"Kepler-350 d","Transit",,
"K2-351 b","Transit",3.03000000,
"Kepler-962 b","Transit",,
"Kepler-1404 b","Transit",1.89000000,
"WASP-7 b","Transit",15.40113948,311.47183886
"Kepler-1023 b","Transit",2.78000000,
"K2-140 b","Transit",,
"Kepler-219 c","Transit",3.17000000,
"Kepler-461 b","Transit",2.69000000,
"Kepler-1798 b","Transit",1.91000000,
"Kepler-616 c","Transit",3.37000000,
"Kepler-1101 b","Transit",2.47000000,
"Kepler-1618 b","Transit",,
"Kepler-31 b","Transit",,
"Kepler-1773 b","Transit",2.56000000,
"Kepler-118 b","Transit",1.67000000,
"Kepler-1428 b","Transit",1.95000000,
"Kepler-92 b","Transit",3.63000000,
"WASP-44 b","Transit",,
"Kepler-150 e","Transit",3.18000000,
"Kepler-688 b","Transit",,
"Kepler-1954 b","Transit",,
"Kepler-275 c","Transit",3.42000000,
"HD 136352 d","Radial Velocity",,10.50000000
"HD 18438 b","Radial Velocity",,6674.39654700
"Kepler-508 b","Transit",2.36000000,
"Kepler-231 c","Transit",1.93000000,
"Kepler-306 b","Transit",,
"HATS-8 b","Transit",9.78545700,46.08535000
"Kepler-257 d","Transit",5.34000000,
"Kepler-1455 b","Transit",,
"Kepler-993 b","Transit",,
"Kepler-1157 b","Transit",,
"HD 95735 c","Radial Velocity",,13.60000000
"Kepler-132 c","Transit",2.27000000,
"Kepler-248 c","Transit",4.22000000,
"Kepler-1924 b","Transit",1.20000000,
"Kepler-292 d","Transit",2.23000000,
"Kepler-674 b","Transit",1.61000000,
"Kepler-1098 b","Transit",1.13000000,
"Kepler-831 b","Transit",1.19000000,
"Kepler-238 d","Transit",3.61500000,
"Kepler-1154 b","Transit",1.67000000,
"K2-269 b","Transit",1.40000000,
"Kepler-306 c","Transit",2.58000000,
"Kepler-1154 c","Transit",1.67000000,
"HD 45364 b","Radial Velocity",,60.16491745
"Kepler-189 c","Transit",,
"HATS-53 b","Transit",15.02006000,189.10885000
"OGLE-2016-BLG-1598L b","Microlensing",,117.59651059
"Kepler-362 b","Transit",1.25000000,
"Kepler-223 c","Transit",,
"Kepler-853 b","Transit",1.25000000,
"Kepler-326 c","Transit",,
"Kepler-1294 b","Transit",3.02000000,
"ups And c","Radial Velocity",,624.53281975
"Kepler-1137 b","Transit",2.90000000,
"TOI-4463 A b","Transit",22.42970000,
"Kepler-1116 b","Transit",2.43000000,
"Kepler-1142 b","Transit",2.72000000,
"Kepler-260 b","Transit",2.01000000,
"Kepler-153 b","Transit",2.87000000,
"TOI-4156 b","Transit",2.53823825,
"XO-2 N b","Transit",,
"Kepler-1786 b","Transit",2.63000000,
"Kepler-61 b","Transit",,
"Kepler-332 d","Transit",,
"Kepler-259 b","Transit",,
"Kepler-565 b","Transit",,
"Kepler-443 b","Transit",2.32000000,
"Kepler-361 c","Transit",2.47000000,
"TOI-4363 b","Transit",1.83255339,
"Kepler-188 b","Transit",1.63000000,
"HATS-1 b","Transit",,
"Kepler-1437 b","Transit",1.32000000,
"Kepler-347 c","Transit",1.75000000,
"HD 110014 b","Radial Velocity",,3524.59000000
"GJ 649 b","Radial Velocity",,104.24400000
"WASP-4 b","Transit",,
"Kepler-1842 b","Transit",2.20000000,
"Kepler-132 d","Transit",1.93000000,
"Kepler-1152 b","Transit",,
"Kepler-915 b","Transit",1.36000000,
"Kepler-358 b","Transit",2.80000000,
"Kepler-128 b","Transit",1.48000000,
"Kepler-238 b","Transit",,
"GJ 15 A b","Radial Velocity",,5.35000000
"K2-58 c","Transit",1.62512091,
"WASP-61 b","Transit",13.56289000,654.72980000
"HAT-P-46 b","Transit",,
"Kepler-219 b","Transit",3.29000000,
"Kepler-185 c","Transit",,
"Kepler-255 b","Transit",1.78000000,
"K2-377 b","Transit",1.82000000,
"Kepler-297 d","Transit",14.70000000,
"Kepler-782 b","Transit",,
"Kepler-238 c","Transit",,
"HD 220197 b","Radial Velocity",,63.56600000
"Kepler-517 b","Transit",2.78000000,
"Kepler-173 c","Transit",2.77000000,
"WASP-37 b","Transit",13.00200000,572.07000000
"WASP-133 b","Transit",,
"Kepler-1957 b","Transit",0.82000000,
"Kepler-843 b","Transit",,
"Kepler-1209 b","Transit",,
"Kepler-221 b","Transit",1.49000000,
"Kepler-335 c","Transit",3.07000000,
"HD 12648 b","Radial Velocity",,921.70700000
"Kepler-1169 b","Transit",0.94400000,
"KOI-3503 c","Transit",1.21000000,10.36000000
"Kepler-1447 b","Transit",,
"Kepler-159 c","Transit",3.67000000,
"CoRoT-7 b","Transit",1.68000000,21.00000000
"WASP-46 b","Transit",13.15936600,607.05530000
"Kepler-605 b","Transit",1.33000000,
"HAT-P-34 b","Transit",,
"Kepler-118 c","Transit",,
"Kepler-1991 b","Transit",1.40900000,
"HD 115404 A c","Radial Velocity",,3279.67133183
"Kepler-896 b","Transit",,
"Kepler-1507 b","Transit",0.84000000,
"Kepler-920 b","Transit",,
"Kepler-84 c","Transit",3.14000000,
"Kepler-1977 b","Transit",1.57000000,
"K2-273 b","Transit",3.05000000,
"TOI-1221 b","Transit",2.91000000,1112.39942450
"Kepler-818 b","Transit",4.69000000,
"Kepler-1099 b","Transit",2.41000000,
"Kepler-557 b","Transit",2.40000000,
"Kepler-581 b","Transit",2.16000000,
"Kepler-1574 b","Transit",,
"MOA-2013-BLG-605L b","Microlensing",,3.23000000
"Kepler-235 e","Transit",,
"Kepler-243 c","Transit",1.73000000,
"Kepler-253 d","Transit",3.17000000,
"Kepler-787 b","Transit",1.17000000,
"Kepler-1764 b","Transit",,
"Kepler-18 b","Transit",2.11000000,
"CoRoT-4 b","Transit",13.34000000,228.83000000
"Kepler-242 c","Transit",3.01000000,
"TrES-2 b","Transit",13.97762300,380.44251000
"Kepler-1694 b","Transit",,
"TOI-3894 b","Transit",15.27784069,260.61929374
"HD 95086 b","Imaging",,1748.06500000
"Kepler-131 c","Transit",0.80600000,
"Kepler-1187 b","Transit",2.33000000,
"Kepler-1509 b","Transit",,
"Kepler-444 c","Transit",0.43973512,
"Kepler-1856 b","Transit",1.22000000,
"Kepler-1315 b","Transit",1.57000000,
"Kepler-296 c","Transit",1.52000000,
"Kepler-576 b","Transit",4.06000000,
"KELT-1 b","Transit",,
"Kepler-1524 b","Transit",2.86000000,
"Kepler-1038 b","Transit",3.53000000,
"Kepler-1523 b","Transit",1.55100000,
"Kepler-774 b","Transit",2.49000000,
"Kepler-846 b","Transit",2.48000000,
"K2-171 b","Transit",3.71000000,
"Kepler-866 b","Transit",1.63000000,
"Kepler-340 c","Transit",3.36000000,
"Kepler-382 b","Transit",1.35000000,
"Kepler-123 b","Transit",2.79000000,
"K2-27 b","Transit",4.45000000,29.10000000
"Kepler-908 b","Transit",,
"K2-199 c","Transit",2.78000000,
"Kepler-852 b","Transit",2.78000000,
"Kepler-630 b","Transit",,
"Kepler-922 b","Transit",1.33700000,
"Kepler-191 c","Transit",2.11000000,
"KOI-142 c","Transit Timing Variations",,198.80000000
"Kepler-971 b","Transit",3.93000000,
"Kepler-14 b","Transit",12.21000000,
"omi UMa b","Radial Velocity",,1303.10300000
"Kepler-1189 b","Transit",1.79000000,
"Kepler-121 b","Transit",,
"Kepler-1219 b","Transit",1.66000000,
"Kepler-1237 b","Transit",2.80000000,
"Kepler-1327 b","Transit",,
"Kepler-1754 b","Transit",2.30000000,
"Kepler-303 c","Transit",1.16000000,
"TOI-2411 b","Transit",1.68000000,
"Kepler-153 c","Transit",2.26000000,
"Kepler-297 b","Transit",,
"Kepler-301 c","Transit",1.35000000,
"Kepler-161 b","Transit",2.07000000,
"Kepler-714 b","Transit",9.19000000,
"Kepler-687 b","Transit",3.60000000,
"Kepler-1321 b","Transit",,
"Kepler-1130 b","Transit",0.84800000,
"Kepler-853 b","Transit",,
"Kepler-1454 b","Transit",1.61500000,
"Kepler-94 b","Transit",3.04500000,
"K2-409 b","Transit",2.48200000,
"Kepler-49 c","Transit",2.13000000,
"Kepler-971 b","Transit",,
"Kepler-82 e","Transit",,
"Kepler-1089 b","Transit",1.85000000,
"Kepler-450 c","Transit",2.55200000,
"Kepler-636 b","Transit",,
"Kepler-802 b","Transit",,
"Kepler-560 b","Transit",1.72000000,
"Kepler-219 d","Transit",2.56000000,
"Kepler-1134 b","Transit",,
"K2-133 d","Transit",2.02000000,
"KMT-2023-BLG-1866L b","Microlensing",,2.63000000
"Kepler-1449 b","Transit",,
"Kepler-674 b","Transit",1.32000000,
"K2-372 b","Transit",,
"K2-16 b","Transit",1.96000000,
"Kepler-870 b","Transit",2.52000000,
"K2-9 b","Transit",3.33000000,
"Kepler-1224 b","Transit",1.11000000,
"WASP-140 b","Transit",16.14096000,775.50520000
"HD 74156 c","Radial Velocity",,2753.98314665
"Kepler-665 b","Transit",,
"Kepler-1458 b","Transit",2.79600000,
"Kepler-1676 b","Transit",,
"GJ 273 c","Radial Velocity",,1.18000000
"Kepler-357 d","Transit",,
"TOI-411 c","Transit",2.74000000,
"Kepler-65 c","Transit",2.91896139,
"WASP-168 b","Transit",12.75950000,
"OGLE-2018-BLG-0799L b","Microlensing",,66.74396547
"Kepler-1397 b","Transit",,
"Kepler-68 c","Transit",0.91000000,
"Kepler-33 b","Transit",1.32000000,
"Kepler-1921 c","Transit",1.41000000,
"KPS-1 b","Transit",,
"Kepler-1770 b","Transit",,
"Kepler-131 c","Transit",0.77000000,
"Kepler-1050 c","Transit",1.34900000,
"Kepler-81 d","Transit",1.44100000,
"Kepler-415 b","Transit Timing Variations",1.23000000,
"Kepler-1269 b","Transit",1.61000000,
"Gl 686 b","Radial Velocity",,7.10000000
"Kepler-508 b","Transit",1.57000000,
"Kepler-629 b","Transit",,
"Kepler-1104 b","Transit",,
"Kepler-245 e","Transit",1.72000000,
"Kepler-11 e","Transit",4.52000000,8.40000000
"Kepler-523 b","Transit",1.87400000,
"Kepler-132 d","Transit",,
"Kepler-79 d","Transit",6.91200000,11.30000000
"HATS-1 b","Transit",12.53990524,
"Kepler-541 b","Transit",1.85000000,
"Kepler-157 d","Transit",1.67400000,
"TOI-1246 c","Transit",2.51000000,8.80000000
"K2-99 c","Radial Velocity",,2669.75861880
"nu Oct A b","Radial Velocity",,670.61793877
"Kepler-915 b","Transit",1.53800000,
"Kepler-1028 b","Transit",1.31000000,
"Kepler-1960 b","Transit",,
"Kepler-1979 b","Transit",5.28000000,
"Kepler-598 c","Transit",,
"Kepler-404 b","Transit",1.08100000,
"Kepler-861 b","Transit",,
"Kepler-461 b","Transit",2.69000000,
"TOI-1064 b","Transit",2.58700000,13.50000000
"Kepler-304 c","Transit",,
"K2-387 b","Transit",4.00000000,
"Kepler-648 b","Transit",2.85000000,
"Kepler-556 b","Transit",2.13000000,
"Kepler-1267 b","Transit",2.89900000,
"Kepler-1983 b","Transit",1.64300001,
"Kepler-749 b","Transit",3.21200000,
"Kepler-1853 b","Transit",1.38000000,
"Kepler-841 b","Transit",5.23000000,
"Kepler-612 b","Transit",,
"HAT-P-2 b","Transit",12.30000000,2828.60000000
"TOI-5605 b","Transit",2.52611303,
"Kepler-1052 c","Transit",2.36800003,
"Kepler-1978 b","Transit",2.85000000,
"HD 156279 b","Radial Velocity",,3086.00000000
"Kepler-386 b","Transit",1.26000000,
"Kepler-1396 b","Transit",1.59000000,
"Kepler-997 b","Transit",,
"Kepler-76 b","Orbital Brightness Modulation",10.70117770,
"Kepler-325 c","Transit",3.33000000,
"Kepler-253 c","Transit",2.70000000,
"Kepler-1547 b","Transit",0.82000000,
"Kepler-1412 b","Transit",1.02700000,
"KPS-1 b","Transit",10.19990000,
"Kepler-1173 b","Transit",,
"WASP-118 b","Transit",,
"Kepler-50 b","Transit",1.54200000,4.02572362
"Kepler-889 b","Transit",1.10000000,
"Kepler-150 c","Transit",,
"Kepler-1417 b","Transit",1.54100000,
"Kepler-698 b","Transit",3.97000000,
"HD 27894 d","Radial Velocity",,2063.65984665
"EPIC 220674823 c","Transit",2.73000000,
"Kepler-196 c","Transit",,
"Kepler-105 c","Transit",1.60000000,3.60000000
"Kepler-186 e","Transit",1.27000000,
"HAT-P-15 b","Transit",,
"Kepler-1987 d","Transit",2.66000000,
"Kepler-161 c","Transit",2.37000000,
"Kepler-757 b","Transit",1.42300000,
"Kepler-92 c","Transit",,
"Kepler-351 c","Transit",3.26000000,
"Kepler-1233 b","Transit",2.60000000,
"Kepler-1319 b","Transit",0.67000000,
"Kepler-356 b","Transit",1.30000000,
"Kepler-368 c","Transit",1.42000000,
"WASP-106 b","Transit",12.16200000,611.79700000
"HD 29021 b","Radial Velocity",,1420.69297929
"TrES-2 b","Transit",,
"Kepler-98 b","Transit",1.82000000,
"Kepler-205 b","Transit",1.51000000,
"Kepler-549 c","Transit",2.93000000,
"K2-138 g","Transit",3.18000000,
"Kepler-58 e","Transit",1.70000000,
"Kepler-149 c","Transit",1.94300000,
"Kepler-171 b","Transit",2.44000000,
"Kepler-1221 b","Transit",1.88000000,
"HATS-51 b","Transit",,
"Kepler-1388 d","Transit",2.43000000,
"Kepler-755 b","Transit",1.78000000,
"HD 103891 b","Radial Velocity",,918.52409623
"Kepler-207 b","Transit",,
"Kepler-803 b","Transit",3.20000000,
"Kepler-1801 c","Transit",4.05900001,
"Kepler-1836 b","Transit",2.55303229,
"Kepler-68 c","Transit",1.11000000,
"Kepler-129 c","Transit",2.04000000,
"Kepler-1392 b","Transit",2.04000000,
"Kepler-257 b","Transit",2.61000000,
"Kepler-1435 b","Transit",0.85000000,
"Kepler-1339 b","Transit",1.08000000,
"Kepler-1744 b","Transit",,
"Kepler-42 b","Transit",0.78000000,
"K2-216 b","Transit",1.79105000,
"Kepler-294 c","Transit",2.63500000,
"HD 75302 b","Radial Velocity",,1716.27339780
"Kepler-52 c","Transit",,
"Kepler-1578 b","Transit",1.24000000,
"Kepler-1798 b","Transit",1.66000000,
"Kepler-44 b","Transit",12.22000000,317.82000000
"Kepler-238 e","Transit",5.71000000,
"Kepler-1763 b","Transit",0.98000000,
"Kepler-1667 b","Transit",6.63000000,
"KMT-2016-BLG-1836L b","Microlensing",,700.00000000
"K2-220 b","Transit",2.62000000,
"Kepler-198 c","Transit",2.44000000,
"KOI-1783.01","Transit",7.50000000,
"Kepler-1352 b","Transit",0.81000000,
"Kepler-400 c","Transit",1.50000000,
"Kepler-80 e","Transit",1.33000000,
"Kepler-1760 b","Transit",,
"KMT-2023-BLG-1431L b","Microlensing",,13.40000000
"Kepler-1467 b","Transit",,
"Kepler-919 b","Transit",1.93000000,
"Kepler-1790 b","Transit",,
"Kepler-139 c","Transit",,13.00000000
"HAT-P-54 b","Transit",11.80000000,
"Kepler-609 b","Transit",2.94000000,
"Kepler-1012 b","Transit",1.29000000,
"Kepler-1370 c","Transit",1.11000000,
"Kepler-951 b","Transit",,
"Kepler-425 b","Transit",10.96200000,79.45000000
"70 Vir b","Radial Velocity",,2421.86460000
"HAT-P-28 b","Transit",12.35693611,
"KOI-984 c","Transit Timing Variations",,209.80000000
"HATS-50 b","Transit",13.60620730,
"Kepler-1912 b","Transit",1.35670508,
"K2-189 c","Transit",2.48429818,
"XO-4 b","Transit",,
"Kepler-1396 b","Transit",1.49000000,
"Kepler-377 b","Transit",1.16000000,
"Kepler-126 b","Transit",,
"Kepler-104 d","Transit",,
"Kepler-892 b","Transit",,
"Kepler-1093 b","Transit",,
"Kepler-473 b","Transit",5.04000000,
"Kepler-1010 b","Transit",,
"Kepler-421 b","Transit",4.62200000,
"Kepler-752 b","Transit",2.92000000,
"Kepler-1115 b","Transit",2.17000000,
"Kepler-343 c","Transit",2.42000000,
"Kepler-119 b","Transit",3.62000000,
"Kepler-820 b","Transit",,
"Kepler-1669 c","Transit",,
"Kepler-336 d","Transit",2.37000000,
"HD 156098 c","Radial Velocity",,1661.60691180
"Kepler-1456 b","Transit",1.14000000,
"Kepler-977 b","Transit",,
"Kepler-1258 b","Transit",0.86000000,
"Kepler-710 b","Transit",,
"Kepler-320 c","Transit",,
"Kepler-414 c","Transit Timing Variations",3.00000000,
"HD 142 b","Radial Velocity",,396.96768034
"Kepler-313 b","Transit",,
"Kepler-1184 b","Transit",2.80000000,
"Kepler-76 b","Orbital Brightness Modulation",13.67000000,
"Kepler-1954 b","Transit",1.27000000,
"Kepler-1453 b","Transit",,
"KMT-2021-BLG-0171L b","Microlensing",,11.20000000
"Kepler-1710 b","Transit",,
"Kepler-636 b","Transit",2.80000000,
"Kepler-812 b","Transit",2.80000000,
"Kepler-633 b","Transit",2.18000000,
"Kepler-1025 b","Transit",35.34000000,
"Kepler-1873 b","Transit",1.19000000,
"Kepler-115 c","Transit",,
"Kepler-485 b","Transit",12.91000000,
"Kepler-132 b","Transit",1.21000000,
"Kepler-501 b","Transit",4.11000000,
"Kepler-6 b","Transit",13.41000000,
"Kepler-2001 c","Transit",1.82000000,
"Kepler-36 c","Transit",3.69200000,9.61000000
"Kepler-594 b","Transit",2.13000000,
"Kepler-1680 b","Transit",1.42000000,
"Kepler-307 c","Transit",2.80000000,1.50000000
"Kepler-732 b","Transit",,
"K2-3 c","Transit",1.56000000,
"TOI-5174 b","Transit",5.35100000,
"Kepler-1633 b","Transit",,
"Kepler-483 b","Transit",2.86700000,
"Kepler-711 b","Transit",,
"WASP-97 b","Transit",12.77826000,432.24880000
"GJ 667 C b","Radial Velocity",,5.68000000
"K2-398 b","Transit",2.27400000,
"Kepler-277 b","Transit",,
"HD 37605 b","Radial Velocity",,890.52200000
"Kepler-1646 b","Transit",1.23000000,
"OGLE-2017-BLG-1691L b","Microlensing",,
"Kepler-901 b","Transit",,
"Kepler-1552 b","Transit",,
"WASP-23 b","Transit",,
"Kepler-173 c","Transit",2.80000000,
"Kepler-104 d","Transit",2.36000000,
"Kepler-881 b","Transit",1.65000000,
"Kepler-80 f","Transit",1.18200000,
"Kepler-11 d","Transit",3.35800000,
"KMT-2023-BLG-0830L b","Microlensing",,18.75187601
"HD 63433 c","Transit",2.69200000,15.53900000
"Kepler-18 d","Transit",,4.70000000
"Kepler-851 b","Transit",1.92000000,
"Kepler-1274 b","Transit",1.43600000,
"Kepler-1844 b","Transit",1.92000000,
"Kepler-990 b","Transit",2.25000000,
"K2-342 b","Transit",2.03000000,
"Kepler-304 c","Transit",2.22200000,
"Kepler-30 c","Transit",12.88000000,
"Kepler-157 c","Transit",2.33000000,
"Kepler-663 b","Transit",2.70000000,
"Kepler-1802 c","Transit",1.88000000,
"Kepler-817 b","Transit",8.97600000,
"K2-16 b","Transit",1.87000000,
"Kepler-1811 b","Transit",,
"Kepler-519 b","Transit",2.29000000,
"TOI-4588 b","Transit",,
"Kepler-1044 b","Transit",,
"Kepler-188 c","Transit",3.19000000,
"Kepler-1321 c","Transit",,
"Kepler-1028 b","Transit",1.27000000,
"Kepler-1874 b","Transit",2.19000000,
"Kepler-709 b","Transit",3.19000000,
"WASP-61 b","Transit",,
"Kepler-855 b","Transit",8.99000000,
"Kepler-1096 b","Transit",1.24000000,
"Kepler-1468 b","Transit",,
"Kepler-341 c","Transit",,
"TOI-5143 c","Transit",12.02041386,
"Kepler-381 c","Transit",1.41000000,
"Kepler-1776 b","Transit",2.20000000,
"Kepler-210 c","Transit",3.23000000,
"Kepler-253 d","Transit",2.90000000,
"HD 173416 b","Radial Velocity",,585.12209729
"Kepler-1434 b","Transit",0.86000000,
"ome Ser b","Radial Velocity",,540.30000000
"Kepler-592 b","Transit",2.53000000,
"Kepler-10 c","Transit",2.35100000,
"Kepler-1588 b","Transit",1.10800000,
"Kepler-1756 b","Transit",1.34000000,
"Kepler-175 c","Transit",2.60000000,
"KELT-6 b","Transit",13.22662000,140.48086000
"Kepler-225 c","Transit",2.29000000,
"Kepler-1678 b","Transit",3.43000000,
"Kepler-660 b","Transit",2.52000000,
"Kepler-111 c","Transit",7.08407580,222.47988490
"Kepler-1156 b","Transit",,
"Kepler-377 b","Transit",1.49100000,
"WASP-8 b","Transit",,
"Kepler-1255 b","Transit",2.02000000,
"Kepler-52 c","Transit",,
"KMT-2022-BLG-1013L b","Microlensing",,98.52680617
"TOI-5489 c","Transit",1.27838966,
"Kepler-1583 b","Transit",,
"Kepler-1609 b","Transit",2.09000000,
"Kepler-11 d","Transit",3.38200000,8.35379462
"Kepler-80 c","Transit",2.27000000,
"Kepler-284 b","Transit",2.24000000,
"MOA-2013-BLG-605L b","Microlensing",,3.24000000
"OGLE-2016-BLG-1227L b","Microlensing",,250.00000000
"TOI-3896 b","Transit",2.97425000,
"Kepler-1182 b","Transit",2.05000000,
"Kepler-750 c","Transit",2.36000000,
"HD 191939 b","Transit",3.39000000,10.40000000
"Kepler-228 d","Transit",,
"KIC 5437945 b","Transit",,
"Kepler-137 b","Transit",1.66000000,
"HATS-52 b","Transit",15.49083800,711.93920000
"WASP-72 b","Transit",14.23543000,459.58218000
"Kepler-698 b","Transit",6.06400000,
"HD 32963 b","Radial Velocity",,222.48100000
"Kepler-1157 b","Transit",0.89000000,
"Kepler-2001 b","Transit",1.03000000,
"Kepler-268 b","Transit",2.35000000,
"Kepler-902 b","Transit",2.49000000,
"Kepler-220 b","Transit",0.83000000,
"OGLE-2017-BLG-1434L b","Microlensing",,
"XO-4 b","Transit",14.42598300,491.68301000
"HD 38529 b","Radial Velocity",,244.72910000
"Kepler-131 b","Transit",2.41000000,16.13000000
"Kepler-107 d","Transit",1.07000000,
"MOA-2008-BLG-379L b","Microlensing",,1300.00000000
"Kepler-335 b","Transit",1.69000000,
"Kepler-272 b","Transit",1.46000000,
"HD 108236 b","Transit",1.55313499,
"Kepler-82 b","Transit",3.95000000,51.00000000
"Kepler-1241 b","Transit",2.63000000,
"Kepler-1165 c","Transit",2.00000000,
"Kepler-113 c","Transit",2.62000000,
"Kepler-1061 b","Transit",1.86900000,
"Kepler-249 d","Transit",1.21000000,
"Kepler-278 b","Transit",4.23000000,
"Kepler-943 b","Transit",,
"Kepler-1901 b","Transit",1.39000000,
"Kepler-402 d","Transit",,
"Kepler-215 b","Transit",,
"Kepler-810 b","Transit",,
"HIP 55507 b","Radial Velocity",,2585.53409095
"Kepler-926 b","Transit",,
"HD 7449 b","Radial Velocity",,438.60540000
"Kepler-1718 b","Transit",2.52000000,
"Kepler-402 e","Transit",,
"Kepler-17 b","Transit",14.48000000,
"Kepler-682 b","Transit",7.66000000,
"Kepler-184 b","Transit",2.90000000,
"WASP-10 b","Transit",11.96000300,1004.34280000
"Kepler-534 b","Transit",,
"HD 117207 b","Radial Velocity",,597.00000000
"TOI-4773 b","Transit",14.14533494,
"HD 1690 b","Radial Velocity",,2793.72570000
"Kepler-1498 b","Transit",2.36000000,
"HD 96167 b","Radial Velocity",,225.65930000
"Kepler-231 c","Transit",1.73000000,
"Kepler-592 b","Transit",,
"TOI-2498 b","Transit",6.06000000,34.62000000
"Kepler-229 d","Transit",3.62000000,
"Kepler-65 c","Transit",,
"Kepler-1440 b","Transit",,
"Kepler-1304 b","Transit",2.31000000,
"Kepler-131 c","Transit",0.83000000,
"Kepler-246 b","Transit",2.37000000,
"Kepler-1331 b","Transit",0.96000000,
"TOI-1794 b","Transit",3.31800869,
"Kepler-142 d","Transit",1.52600000,
"Kepler-868 b","Transit",3.07200000,
"HD 29399 b","Radial Velocity",,498.99059899
"Kepler-1049 b","Transit",,
"Kepler-1490 b","Transit",2.59000000,
"Kepler-168 b","Transit",1.63000000,
"Kepler-253 b","Transit",1.70000000,
"Kepler-1157 b","Transit",0.93100000,
"Kepler-1371 b","Transit",,
"Kepler-625 c","Transit",1.55200000,
"WASP-1 b","Transit",16.62300000,271.41500000
"HAT-P-56 b","Transit",16.43239400,603.87700000
"Kepler-1568 b","Transit",,
"Kepler-1347 b","Transit",0.99000000,
"Kepler-1944 b","Transit",2.41000000,
"Kepler-1979 b","Transit",5.28000000,
"HD 151450 b","Radial Velocity",,38.45723725
"Kepler-48 c","Transit",2.63000000,
"Kepler-1814 c","Transit",1.71000000,
"Kepler-526 b","Transit",1.91000000,
"Kepler-253 c","Transit",2.70000000,
"Kepler-992 b","Transit",3.78000000,
"Kepler-578 b","Transit",2.54000000,
"Kepler-1354 b","Transit",,
"TOI-4898 b","Transit",3.48557000,
"Kepler-32 d","Transit",2.29000000,
"Kepler-1796 b","Transit",2.21000000,
"OGLE-TR-111 b","Transit",11.42197100,
"Kepler-155 c","Transit",1.76000000,
"Kepler-361 c","Transit",2.52000000,
"TOI-2322 c","Transit",1.67889796,
"TOI-2322 b","Transit",1.05611687,
"Kepler-589 c","Transit",1.46000000,
"Kepler-192 c","Transit",2.63000000,
"Kepler-235 c","Transit",1.22000000,
"TOI-3353.01","Transit",2.05030013,
"pi Men c","Transit",,3.49611248
"HD 39091 b","Radial Velocity",,3917.23511628
"Kepler-1976 b","Transit Timing Variations",11.69000000,
"K2-136 b","Transit",1.01400000,4.30000000
"K2-136 c","Transit",3.00000000,18.10000000
"K2-136 d","Transit",1.56500000,3.00000000
"Kepler-103 b","Transit",3.48600000,9.80000000
"Kepler-103 c","Transit",5.45000000,38.00000000
"TOI-913 b","Transit",2.45280000,
"LHS 1815 b","Transit",1.08800000,1.58000000
"HIP 67522 b","Transit",9.38005266,
"LHS 475 b","Transit",0.99100000,
"HD 5278 b","Transit",,
"K2-136 c","Transit",,
"Kepler-48 b","Transit",,
"HD 18143 c","Radial Velocity",,3177.64841319
"Kepler-290 d","Transit",0.81700000,
"HD 28678 b","Radial Velocity",,810.46650000
"Kepler-1929 b","Transit",2.23000000,
"K2-105 b","Transit",3.55000000,
"Kepler-49 b","Transit",2.60900000,
"Kepler-1689 b","Transit",,
"TOI-6041 b","Transit",4.39378000,
"Kepler-1947 b","Transit",1.44000000,
"Kepler-333 c","Transit",1.20000000,
"K2-170 c","Transit",1.92000000,
"LHS 1678 d","Transit",0.98100000,
"Kepler-220 c","Transit",1.92900000,
"Kepler-147 c","Transit",,
"TrES-3 b","Transit",,513.29545000
"Kepler-1596 b","Transit",1.99000000,
"Kepler-1737 b","Transit",5.41000000,
"Kepler-822 b","Transit",1.52000000,
"Kepler-114 c","Transit",1.71500000,
"TOI-908 b","Transit",3.10801631,
"WASP-157 b","Transit",11.19000000,
"GJ 667 C c","Radial Velocity",,4.10000000
"Kepler-892 b","Transit",2.81000000,
"Kepler-389 c","Transit",1.45000000,
"Kepler-1857 b","Transit",1.50000000,
"EPIC 201833600 c","Transit",1.00000000,
"Kepler-1018 b","Transit",,
"Kepler-344 b","Transit",2.64000000,
"Kepler-1040 b","Transit",2.34400000,
"Kepler-225 c","Transit",2.33000000,
"Kepler-93 b","Transit",1.47800000,4.66000000
"HAT-P-4 b","Transit",15.32270300,176.71348000
"Kepler-114 c","Transit",1.28000000,
"HD 106270 b","Radial Velocity",,3219.61790000
"TOI-220 b","Transit",3.03000000,13.80000000
"HD 2638 b","Radial Velocity",,133.48860000
"HAT-P-4 b","Transit",,
"HD 39194 c","Radial Velocity",,7.49000000
"Kepler-1964 b","Transit",14.68000000,
