pl_name,discoverymethod,pl_rade,pl_bmasse
"Kepler-1796 b","Transit",2.21000000,
"Kepler-32 f","Transit",0.81000000,
"Kepler-238 c","Transit",2.39000000,
"Kepler-1790 b","Transit",2.67600000,
"Kepler-251 b","Transit",1.66000000,
"WASP-161 b","Transit",,
"Kepler-401 b","Transit",1.75000000,
"Kepler-561 b","Transit",7.02000000,
"Kepler-1600 c","Transit",1.60000000,
"Kepler-847 b","Transit",,
"K2-275 c","Transit",2.50000000,
"Kepler-1232 b","Transit",,
"HD 95086 b","Imaging",,1589.00000000
"OGLE-TR-211 b","Transit",14.14575800,238.37250000
"K2-193 b","Transit",,
"Kepler-1071 b","Transit",,
"TOI-6038 A b","Transit",4.71778000,
"K2-100 b","Transit",4.67000000,
"K2-214 b","Transit",2.51000000,
"TOI-1696 b","Transit",3.24000000,56.60000000
"TOI-2803 A b","Transit",17.45230000,
"Kepler-597 b","Transit",2.37000000,
"Kepler-1489 c","Transit",0.51000000,
"Kepler-435 b","Transit",,
"Kepler-242 b","Transit",,
"Kepler-31 d","Transit",4.06000000,
"HD 86081 b","Radial Velocity",,521.24120000
"Kepler-1863 b","Transit",2.26309256,
"Kepler-171 c","Transit",2.98000000,
"Kepler-176 b","Transit",1.36000000,
"Kepler-893 b","Transit",,
"TOI-2842 b","Transit",12.84549188,117.59651059
"Kepler-176 d","Transit",2.51000000,
"Kepler-518 b","Transit",2.25200000,
"Kepler-297 c","Transit",6.86000000,
"Kepler-741 b","Transit",2.48000000,
"TOI-4515 b","Transit",12.26639677,
"Kepler-294 c","Transit",2.80000000,
"TOI-763 b","Transit",2.28000000,9.79000000
"Kepler-838 b","Transit",2.53000000,
"TOI-1710 b","Transit",5.21152000,
"Kepler-323 c","Transit",,
"Kepler-184 d","Transit",2.49700000,
"Kepler-176 c","Transit",2.64000000,
"Kepler-165 b","Transit",,
"Kepler-235 b","Transit",2.11000000,
"Kepler-96 b","Transit",2.27000000,
"Kepler-221 b","Transit",,
"Kepler-862 b","Transit",,
"Kepler-998 b","Transit",2.30300000,
"Kepler-1618 b","Transit",1.26000000,
"Kepler-445 d","Transit",5.37000000,
"Kepler-749 b","Transit",2.10000000,
"HIP 65 A b","Transit",,937.59380065
"Kepler-500 b","Transit",2.57000000,
"K2-187 d","Transit",,
"Kepler-156 c","Transit",2.61100000,
"Kepler-908 b","Transit",1.17000000,
"Kepler-867 b","Transit",6.51600000,
"Kepler-218 c","Transit",3.19000000,
"Kepler-1863 b","Transit",1.59000000,
"Kepler-1737 b","Transit",5.41000000,
"Kepler-235 e","Transit",2.14200000,
"TOI-5542 b","Transit",11.30986153,419.53349724
"Kepler-1857 b","Transit",1.96065412,
"Kepler-1798 b","Transit",,
"Kepler-427 b","Transit",10.10000000,
"Kepler-49 d","Transit",1.54000000,
"Kepler-26 b","Transit",3.08000000,
"TOI-1298 b","Transit",,
"2MASS J12073346-3932539 b","Imaging",,1271.00000000
"Kepler-950 b","Transit",,
"Kepler-697 b","Transit",4.13000000,
"HD 21693 b","Radial Velocity",,8.23000000
"Kepler-186 b","Transit",,
"Kepler-1810 b","Transit",3.79000000,
"TOI-3331 A b","Transit",12.16800000,
"Kepler-155 b","Transit",1.95000000,
"K2-48 b","Transit",2.24000000,
"Kepler-991 b","Transit",2.29000000,
"Kepler-143 b","Transit",2.99000000,
"Kepler-28 c","Transit",1.85700000,2.06000000
"Kepler-62 e","Transit",1.54000000,
"Kepler-538 b","Transit",,
"Kepler-1679 b","Transit",2.20000000,
"Kepler-1370 b","Transit",1.94000000,
"Kepler-393 b","Transit",1.41400000,
"Kepler-1107 b","Transit",1.34000000,
"Kepler-1633 b","Transit",2.62100000,
"Kepler-1566 b","Transit",0.82000000,
"Kepler-1808 b","Transit",2.36000000,
"TOI-1728 b","Transit",,
"Kepler-914 b","Transit",1.32000000,
"K2-27 b","Transit",4.58049508,
"Kepler-401 d","Transit",2.36000000,
"Kepler-117 b","Transit",6.65000000,
"TrES-3 b","Transit",,
"HD 332231 b","Transit",9.71820300,77.55052000
"Kepler-1340 b","Transit",1.05400000,
"HD 238914 b","Radial Velocity",,1906.98000000
"Kepler-1920 b","Transit",2.95415848,
"Kepler-425 b","Transit",,
"WASP-67 b","Transit",12.22900000,129.03400000
"Kepler-864 b","Transit",2.81000000,
"Kepler-311 c","Transit",1.46000000,
"Kepler-32 f","Transit",0.91000000,
"Kepler-281 b","Transit",2.82000000,
"HD 52265 b","Radial Velocity",,346.00000000
"Kepler-1385 b","Transit",,
"Kepler-390 c","Transit",,
"Kepler-300 c","Transit",2.26000000,
"Kepler-650 b","Transit",,
"Kepler-194 d","Transit",2.41000000,
"Kepler-123 c","Transit",1.31000000,
"Kepler-150 b","Transit",1.30000000,
"Kepler-1740 b","Transit",3.29000000,
"LHS 1903 c","Transit",2.75524000,
"Kepler-163 b","Transit",1.05000000,
"Kepler-193 b","Transit",2.44000000,
"HD 108236 e","Transit",3.12000000,
"Kepler-1522 b","Transit",2.01400000,
"Kepler-6 b","Transit",,
"Kepler-1149 b","Transit",1.92700000,
"Kepler-294 c","Transit",2.70000000,
"Kepler-593 b","Transit",,
"Kepler-1942 b","Transit",1.65000000,
"Kepler-1842 b","Transit",,
"Kepler-1643 b","Transit",2.32000000,
"Kepler-113 b","Transit",2.07000000,
"Kepler-1894 c","Transit",1.23000000,
"Kepler-775 b","Transit",,
"Kepler-1612 b","Transit",,
"Kepler-865 c","Transit",0.90000000,
"Kepler-475 b","Transit",,
"Kepler-175 c","Transit",3.10000000,
"Kepler-1805 b","Transit",,
"Kepler-59 c","Transit",2.14400000,
"Kepler-863 b","Transit",,
"K2-4 b","Transit",1.69000000,
"Kepler-418 b","Transit",9.88000000,
"Kepler-129 c","Transit",,
"Kepler-1809 b","Transit",1.18200000,
"TOI-3693 b","Transit",12.89740000,
"Kepler-39 b","Transit",14.77000000,
"Kepler-994 b","Transit",,
"Kepler-1511 b","Transit",,
"EPIC 220674823 b","Transit",1.87000000,8.03000000
"Kepler-1929 b","Transit",6.06000000,
"Kepler-407 c","Radial Velocity",,3524.40983400
"Kepler-111 c","Transit",7.52000000,
"Kepler-207 d","Transit",3.31000000,
"Kepler-385 d","Transit",,
"CoRoT-19 b","Transit",13.49322275,
"Kepler-303 c","Transit",1.23000000,
"Kepler-235 c","Transit",1.28000000,
"Kepler-424 b","Transit",9.13000000,
"Kepler-637 b","Transit",5.86000000,
"Kepler-1748 b","Transit",,
"Kepler-1541 b","Transit",2.15000000,
"Kepler-359 b","Transit",,
"Kepler-1434 b","Transit",0.86000000,
"Kepler-950 b","Transit",13.46800000,
"Kepler-364 b","Transit",1.73000000,
"Kepler-231 c","Transit",2.02900000,
"K2-207 b","Transit",3.59000000,
"Kepler-205 c","Transit",1.29000000,
"Kepler-1654 b","Transit",9.18017100,158.91500000
"Kepler-1063 b","Transit",,
"Kepler-477 b","Transit",1.84000000,
"Kepler-1365 c","Transit",1.15200000,
"Kepler-1454 b","Transit",1.70000000,
"Kepler-1606 b","Transit",2.07000000,
"KIC 8540376 c","Transit",2.40000000,
"HD 102195 b","Radial Velocity",,143.02000000
"HAT-P-7 b","Transit",15.04300000,564.44200000
"Kepler-616 c","Transit",,
"K2-152 b","Transit",2.81000000,
"Kepler-371 c","Transit",2.10500000,
"Kepler-1936 b","Transit",3.16615594,
"Kepler-183 c","Transit",2.39000000,
"Kepler-24 e","Transit",2.35300000,
"WASP-79 b","Transit",18.71903000,270.15550000
"Kepler-620 b","Transit",,
"Kepler-222 b","Transit",3.19000000,
"Kepler-286 e","Transit",1.79000000,
"Kepler-1577 b","Transit",,
"WASP-70 A b","Transit",,
"Kepler-227 b","Transit",3.10000000,
"Kepler-46 d","Transit",1.97000000,
"Kepler-1511 b","Transit",,
"Kepler-1981 b","Transit",,
"Kepler-441 b","Transit",1.93000000,
"Kepler-969 c","Transit",0.95100000,
"TOI-663 b","Transit",2.43128540,
"Kepler-544 b","Transit",1.97000000,
"Kepler-1902 b","Transit",1.02000000,
"HD 96127 b","Radial Velocity",,6661.71680000
"TOI-1799 b","Transit",1.62771471,
"HD 100508 b","Radial Velocity",,381.39408840
"HD 160691 e","Radial Velocity",,165.86850000
"HD 206893 b","Imaging",,15255.76353600
"HD 208897 b","Radial Velocity",,444.96200000
"HD 154857 c","Radial Velocity",,819.97000000
"HD 4760 b","Radial Velocity",,4417.83700000
"HD 110113 c","Radial Velocity",,10.50000000
"HD 16905 b","Radial Velocity",,3464.32963630
"HD 202696 b","Radial Velocity",,634.38868000
"51 Eri b","Imaging",,635.66000000
"HD 14067 b","Radial Velocity",,2479.00000000
"GJ 251 b","Radial Velocity",,4.00000000
"ups And c","Radial Velocity",,629.28000000
"HD 210193 b","Radial Velocity",,153.10000000
"HD 180053 b","Radial Velocity",,697.31902000
"HD 191806 b","Radial Velocity",,2707.91160000
"HD 135625 b","Radial Velocity",,731.00533610
"GJ 876 d","Radial Velocity",,8.06143677
"HD 128311 c","Radial Velocity",,1204.25787000
"HD 125612 d","Radial Velocity",,2281.37230545
"HIP 65891 b","Radial Velocity",,1906.98000000
"HD 11977 b","Radial Velocity",,1999.10000000
"51 Eri b","Imaging",,3464.32963630
"HD 73534 b","Radial Velocity",,324.18660000
"KELT-24 b","Transit",15.80430000,
"HD 117618 b","Radial Velocity",,56.60000000
"HD 50554 b","Radial Velocity",,1420.00000000
"HD 142415 b","Radial Velocity",,515.00000000
"HD 168443 c","Radial Velocity",,5500.33841154
"TOI-5789 b","Radial Velocity",,2.12000000
"HD 74156 c","Radial Velocity",,1960.93000000
"HD 132406 b","Radial Velocity",,1970.53612340
"Kepler-833 b","Transit",2.02000000,
"Kepler-241 c","Transit",2.74000000,
"COCONUTS-2 b","Imaging",12.57647635,2383.71305250
"HR 858 b","Transit",1.77141000,
"Kepler-139 c","Transit",2.45100000,
"Kepler-125 c","Transit",0.85000000,
"Kepler-608 b","Transit",3.62900000,
"K2-225 b","Transit",3.49000000,
"Kepler-1592 b","Transit",1.93700000,
"Kepler-649 b","Transit",2.46000000,
"Kepler-393 c","Transit",2.07000000,
"WASP-3 b","Transit",16.40120000,
"Kepler-1907 b","Transit",0.73200000,
"Kepler-560 b","Transit",1.93000000,
"rho CrB b","Radial Velocity",,393.00000000
"Kepler-771 b","Transit",2.40000000,
"Kepler-291 c","Transit",1.93000000,
"Kepler-1082 b","Transit",1.28100000,
"Kepler-1065 b","Transit",3.26000000,
"Kepler-1280 b","Transit",4.96000000,
"Kepler-347 b","Transit",1.99000000,
"Kepler-880 b","Transit",2.77200000,
"GJ 676 A b","Radial Velocity",,1557.30100000
"Kepler-384 b","Transit",1.12000000,
"HD 108147 b","Radial Velocity",,127.13200000
"Kepler-325 c","Transit",2.74400000,
"Kepler-1917 b","Transit",,
"Kepler-262 b","Transit",1.36100000,
"Kepler-1753 b","Transit",2.27000000,
"11 Com b","Radial Velocity",,4914.89848585
"Kepler-227 b","Transit",3.10000000,
"WASP-124 b","Transit",,
"Kepler-716 b","Transit",3.20000000,
"Kepler-249 c","Transit",1.39400000,
"Kepler-896 c","Transit",3.23000000,
"Kepler-1458 b","Transit",3.35000000,
"Kepler-661 b","Transit",3.14000000,
"Kepler-877 b","Transit",2.30000000,
"KELT-16 b","Transit",,
"Kepler-11 b","Transit",1.84000000,
"K2-386 b","Transit",2.32000000,
"OGLE-2019-BLG-1053L b","Microlensing",,2.48000000
"KMT-2024-BLG-0176L b","Microlensing",,241.54958932
"Kepler-1535 b","Transit",,
"K2-66 b","Transit",2.49000000,21.30000000
"K2-4 b","Transit",2.10000000,
"Kepler-995 b","Transit",,
"Kepler-276 d","Transit",2.22800000,
"Kepler-1612 b","Transit",1.03000000,
"Kepler-1782 b","Transit",2.67000000,
"HATS-26 b","Transit",17.80799124,
"WASP-192 b","Transit",,
"Kepler-249 b","Transit",0.95000000,
"OGLE-2017-BLG-1806L b","Microlensing",,5.47000000
"Kepler-225 b","Transit",1.36000000,
"Kepler-889 b","Transit",1.24700000,
"K2-99 b","Transit",10.53585955,
"Kepler-783 c","Transit",2.55000000,
"Kepler-1336 c","Transit",2.21100000,
"Kepler-215 c","Transit",1.53000000,
"DMPP-2 b","Radial Velocity",,138.89171000
"Kepler-744 b","Transit",1.62000000,
"gam Cep b","Radial Velocity",,508.52545120
"Kepler-770 c","Transit",,
"OGLE-TR-113 b","Transit",,
"Kepler-885 b","Transit",2.41000000,
"Kepler-1404 b","Transit",1.77000000,
"Kepler-846 b","Transit",2.05200000,
"Kepler-819 b","Transit",2.90000000,
"Kepler-1600 b","Transit",3.00400000,
"WASP-53 c","Radial Velocity",,5196.52050000
"Kepler-99 b","Transit",,
"Kepler-1079 b","Transit",3.14000000,
"Kepler-96 b","Transit",2.51211244,
"Kepler-279 e","Transit",4.13000000,
"TOI-1268 b","Transit",8.37310858,
"Kepler-258 c","Transit",2.40000000,
"kap CrB b","Radial Velocity",,667.44300000
"Kepler-378 b","Transit",2.38000000,
"Kepler-11 c","Transit",3.05100000,
"Kepler-1515 b","Transit",10.48600000,
"K2-114 b","Transit",11.10000000,
"Kepler-849 b","Transit",7.80000000,
"XO-4 b","Transit",,
"Kepler-266 b","Transit",2.51000000,
"Kepler-911 b","Transit",,
"Kepler-677 b","Transit",,
"Kepler-724 b","Transit",,
"Kepler-218 b","Transit",1.72000000,
"WASP-50 b","Transit",,
"WASP-55 b","Transit",14.80000000,
"HAT-P-22 b","Transit",12.10572000,682.69884000
"Kepler-140 b","Transit",1.61000000,
"Kepler-108 b","Transit",8.53000000,
"Kepler-1472 b","Transit",1.81000000,
"Kepler-382 c","Transit",1.48000000,
"WASP-45 b","Transit",13.00244000,318.78349000
"Kepler-1006 b","Transit",,
"HD 112640 b","Radial Velocity",,1589.15000000
"Kepler-466 c","Transit",1.07700000,
"Kepler-1268 b","Transit",2.53400000,
"Kepler-333 b","Transit",,
"Kepler-477 b","Transit",1.84000000,
"14 Her b","Radial Velocity",,2828.67282230
"HD 217786 b","Radial Velocity",,4131.62000000
"Kepler-85 b","Transit",2.07400000,
"WASP-54 b","Transit",,
"11 UMi b","Radial Velocity",,3432.40000000
"TOI-1386 b","Transit",6.05284958,47.03860424
"Kepler-1601 b","Transit",,
"K2-108 b","Transit",7.56448313,
"TOI-1054.01","Transit",2.43432000,
"Kepler-26 b","Transit",2.83000000,
"HD 216437 b","Radial Velocity",,1334.87930940
"Kepler-454 b","Transit",,
"K2-219 c","Transit",1.66000000,
"Kepler-1841 b","Transit",1.58000000,
"Kepler-39 b","Transit",13.82000000,
"HAT-P-54 b","Transit",,
"Kepler-1824 b","Transit",,
"Kepler-450 b","Transit",6.29000000,
"Kepler-11 g","Transit",3.58800000,
"Kepler-400 c","Transit",1.50000000,
"Kepler-1455 b","Transit",2.16000000,
"Kepler-1831 b","Transit",1.90000000,
"tau Cet f","Radial Velocity",,3.93000000
"HD 218566 b","Radial Velocity",,66.74150000
"TOI-5736 b","Transit",1.69217745,
"Kepler-1171 b","Transit",,
"Kepler-264 c","Transit",3.59000000,
"Kepler-55 f","Transit",1.60000000,
"HD 82886 b","Radial Velocity",,740.54390000
"Kepler-264 b","Transit",3.33000000,
"Kepler-231 c","Transit",1.81000000,
"Kepler-1337 b","Transit",2.47000000,
"Kepler-242 b","Transit",2.81000000,
"Kepler-321 c","Transit",2.01000000,
"HD 13931 b","Radial Velocity",,610.23360000
"Kepler-100 c","Transit",2.35500000,
"Kepler-261 b","Transit",2.26000000,
"Kepler-10 b","Transit",1.37000000,
"Kepler-1488 b","Transit",2.66600000,
"Kepler-1822 b","Transit",2.64755943,
"Kepler-269 c","Transit",2.86400000,
"Kepler-106 d","Transit",0.95000000,8.10000000
"Kepler-220 e","Transit",1.18000000,
"Kepler-553 c","Transit",10.99000000,
"Kepler-140 c","Transit",1.70800000,
"Kepler-1174 b","Transit",,
"TOI-237 b","Transit",1.71754093,
"Kepler-534 b","Transit",2.24000000,
"Kepler-1252 b","Transit",,
"Kepler-767 b","Transit",,
"Kepler-1214 b","Transit",2.36000000,
"Kepler-1470 b","Transit",1.18000000,
"Kepler-925 b","Transit",2.26000000,
"TOI-481 b","Transit",11.94280000,
"KOI-13 b","Transit",15.75985400,2070.66245000
"Kepler-1261 b","Transit",2.41000000,
"Kepler-220 e","Transit",1.32000000,
"Kepler-204 b","Transit",2.71000000,
"Kepler-238 f","Transit",,
"Kepler-776 b","Transit",1.28000000,
"Kepler-311 b","Transit",,
"NGTS-34 b","Transit",3.65000000,19.10000000
"HD 219828 b","Radial Velocity",,20.97678000
"HD 83443 b","Radial Velocity",,127.12700000
"HIP 67537 b","Radial Velocity",,4354.24917590
"HD 142022 A b","Radial Velocity",,1411.16520000
"HD 47366 c","Radial Velocity",,483.73483545
"iot Dra b","Radial Velocity",,2803.10000000
"Kepler-32 c","Transit",2.02100000,
"HATS-36 b","Transit",12.77000000,
"K2-333 b","Transit",5.73956170,
"Kepler-8 b","Transit",15.31000000,
"K2-373 b","Transit",2.06100000,
"EPIC 212624936 c","Transit",2.67000000,
"Kepler-774 b","Transit",2.20000000,
"GJ 876 c","Radial Velocity",,266.20000000
"Kepler-1116 b","Transit",2.53000000,
"Kepler-544 b","Transit",,
"HD 206610 b","Radial Velocity",,647.10188000
"CoRoT-7 b","Transit",,4.80000000
"Kepler-1600 c","Transit",1.94206512,
"KMT-2018-BLG-0087L b","Microlensing",,73.10053361
"Kepler-1306 b","Transit",1.91000000,
"Kepler-1342 b","Transit",1.64000000,
"Kepler-397 c","Transit",,
"Kepler-307 c","Transit",3.21000000,
"Kepler-342 b","Transit",2.47000000,
"HD 74698 c","Radial Velocity",,126.00000000
"Kepler-1204 b","Transit",3.05000000,
"Kepler-55 e","Transit",1.51000000,
"HD 117207 b","Radial Velocity",,669.34662514
"Kepler-316 b","Transit",1.19000000,
"Kepler-292 b","Transit",1.65000000,
"Kepler-987 b","Transit",3.54000000,
"Kepler-137 b","Transit",,
"HD 62509 b","Radial Velocity",,835.90000000
"Kepler-132 b","Transit",1.04000000,
"EPIC 220674823 c","Transit",2.84000000,7.32000000
"Kepler-84 d","Transit",1.24000000,
"Gaia-2 b","Transit",14.81827249,259.66580852
"Kepler-484 b","Transit",2.19000000,
"Kepler-104 b","Transit",,
"K2-46 b","Transit",2.47140597,
"HIP 105854 b","Radial Velocity",,2606.10000000
"Kepler-1869 c","Transit",1.90000000,
"Kepler-22 b","Transit",2.17000000,
"WASP-82 b","Transit",,
"Kepler-1611 b","Transit",0.66000000,
"Kepler-46 d","Transit",1.48000000,
"Kepler-1562 b","Transit",4.72000000,
"Kepler-1876 b","Transit",0.98036091,
"Kepler-185 c","Transit",2.40000000,
"Kepler-24 d","Transit",,293.95900000
"Kepler-1273 b","Transit",2.59000000,
"Kepler-287 b","Transit",2.88000000,
"Kepler-180 b","Transit",1.51000000,
"Kepler-1727 b","Transit",2.72000000,
"Kepler-169 c","Transit",1.47000000,
"Kepler-369 b","Transit",1.37400000,
"Kepler-1987 c","Transit",1.69599998,
"Kepler-1001 b","Transit",2.90900000,
"Kepler-1763 b","Transit",1.10000000,
"WASP-13 b","Transit",17.12735200,166.86075000
"Kepler-1126 b","Transit",1.89000000,
"Kepler-1771 b","Transit",,
"TOI-5616 b","Transit",10.78000000,624.00000000
"Kepler-462 b","Transit",,
"Kepler-252 c","Transit",2.38000000,
"Kepler-1144 b","Transit",,
"Kepler-11 d","Transit",,
"TOI-4588 b","Transit",8.25000000,
"K2-223 c","Transit",1.61959210,
"Kepler-1444 b","Transit",,
"Kepler-153 b","Transit",2.42100000,
"Kepler-592 b","Transit",2.17000000,
"Kepler-1168 b","Transit",2.21000000,
"Kepler-741 b","Transit",3.07700000,
"Kepler-425 b","Transit",10.96240200,71.82958000
"Kepler-336 c","Transit",,
"Kepler-1129 b","Transit",5.09000000,
"HD 15906 b","Transit",1.90150181,
"Kepler-1881 b","Transit",2.58000000,
"Kepler-49 c","Transit",2.63000000,
"WASP-173 A b","Transit",,
"Kepler-172 e","Transit",3.26000000,
"Kepler-212 b","Transit",1.09000000,
"Kepler-1642 c","Transit",4.87000000,
"HD 49674 b","Radial Velocity",,36.54900000
"Kepler-1160 b","Transit",1.61000000,
"WASP-38 b","Transit",13.78707000,1093.33520000
"HD 136352 c","Radial Velocity",,10.80000000
"Kepler-1070 b","Transit",1.79000000,
"K2-63 c","Transit",2.99000000,
"Kepler-412 b","Transit",13.25000000,
"Kepler-1493 b","Transit",,
"Kepler-203 d","Transit",1.27000000,
"HAT-P-5 b","Transit",,
"K2-188 c","Transit",,
"Kepler-1593 b","Transit",2.58300000,
"Kepler-901 b","Transit",,
"Kepler-1405 b","Transit",3.34200000,
"Kepler-1650 b","Transit",,
"Kepler-59 c","Transit",1.62000000,
"NGTS-9 b","Transit",11.99363000,921.70700000
"K2-128 b","Transit",1.20312295,
"Kepler-631 b","Transit",2.90000000,
"Kepler-759 b","Transit",,
"Kepler-43 b","Transit",12.10000000,
"Kepler-305 e","Transit",1.70000000,
"Kepler-14 b","Transit",12.21000000,
"Kepler-43 b","Transit",12.49803500,982.09470000
"GJ 433 b","Radial Velocity",,5.30000000
"Kepler-449 c","Transit",2.13000000,
"Kepler-784 b","Transit",2.24000000,
"K2-10 b","Transit",3.73470986,
"Kepler-91 b","Transit",,
"HD 145377 b","Radial Velocity",,1913.33660000
"Kepler-284 c","Transit",2.80000000,
"Kepler-1080 b","Transit",,
"Kepler-1843 b","Transit",,
"Kepler-220 d","Transit",1.02700000,
"Kepler-1266 c","Transit",1.56000000,
"Kepler-1114 b","Transit",1.35900000,
"Kepler-1903 b","Transit",1.78000000,
"Kepler-80 e","Transit",,0.87938700
"Kepler-1510 b","Transit",2.97000000,
"HD 125612 b","Radial Velocity",,1026.59090000
"Kepler-1173 b","Transit",0.91000000,
"Kepler-418 c","Transit",4.75000000,
"Kepler-366 c","Transit",1.79000000,
"Kepler-280 b","Transit",,
"Kepler-390 c","Transit",0.80000000,
"Kepler-446 b","Transit",,
"Kepler-386 b","Transit",,
"WASP-14 b","Transit",18.30429700,2510.85700000
"Kepler-1413 b","Transit",1.82000000,
"K2-180 b","Transit",2.13000000,9.40000000
"Kepler-1221 b","Transit",,
"TOI-1728 b","Transit",4.93950000,
"Kepler-1432 b","Transit",2.68300000,
"Kepler-417 b","Transit Timing Variations",2.31000000,11.00000000
"TOI-5789 d","Radial Velocity",,4.29000000
"WASP-28 b","Transit",14.01125000,294.62841000
"Kepler-1046 b","Transit",,
"Kepler-24 d","Transit",2.07000000,
"HD 5319 c","Radial Velocity",,365.49000000
"Kepler-106 d","Transit",1.31000000,
"Kepler-1792 b","Transit",3.03000000,
"Kepler-256 d","Transit",1.64500000,
"Kepler-20 d","Transit",2.62000000,
"Kepler-284 b","Transit",2.57000000,
"Kepler-1012 b","Transit",1.29000000,
"Kepler-1774 b","Transit",2.88000000,
"Kepler-1420 b","Transit",1.32000000,
"Kepler-19 d","Radial Velocity",,22.50000000
"HD 4917 b","Radial Velocity",,513.29545000
"Kepler-690 b","Transit",5.52000000,
"WASP-7 b","Transit",15.27786700,305.11680000
"Kepler-161 c","Transit",1.96000000,
"HAT-P-7 b","Transit",16.42118500,571.77617000
"Kepler-1195 b","Transit",2.11000000,
"K2-3 d","Transit",,2.80006827
"Kepler-776 b","Transit",1.37100000,
"Kepler-164 c","Transit",2.69000000,
"Kepler-1429 b","Transit",1.19000000,
"Kepler-472 b","Transit",3.09400000,
"Kepler-1624 b","Transit",7.52960695,
"NGTS-12 b","Transit",10.61111896,
"Kepler-131 c","Transit",0.84000000,8.25000000
"Kepler-384 c","Transit",,
"Kepler-130 b","Transit",,
"Kepler-1581 b","Transit",0.82400000,
"Kepler-130 b","Transit",1.04000000,
"Kepler-1590 b","Transit",1.09000000,
"TOI-1759 b","Transit",3.14000000,10.80000000
"Kepler-633 c","Transit",2.29600000,
"Kepler-345 c","Transit",1.22000000,
"G 192-15 c","Radial Velocity",,14.30000000
"TOI-1695 b","Transit",1.79929661,
"TOI-1272 b","Transit",4.59470000,
"Kepler-178 c","Transit",2.88000000,
"WASP-175 b","Transit",,
"Kepler-1905 b","Transit",1.44607340,
"Kepler-1040 b","Transit",3.05000000,
"Kepler-1322 c","Transit",2.15492527,
"Kepler-248 c","Transit",4.12000000,
"K2-118 b","Transit",2.54000000,
"HD 20782 b","Radial Velocity",,619.76850000
"Kepler-358 b","Transit",,
"Kepler-203 b","Transit",2.29000000,
"K2-117 b","Transit",2.10000000,
"Kepler-1766 b","Transit",2.29000000,
"Kepler-1087 b","Transit",0.68300000,
"Kepler-164 b","Transit",1.48000000,
"WASP-46 b","Transit",,
"Kepler-517 b","Transit",,
"Kepler-1514 c","Transit",,
"K2-203 b","Transit",1.26549392,
"Kepler-107 b","Transit",,
"Kepler-888 b","Transit",,
"Kepler-509 b","Transit",2.43200000,
"Kepler-1180 b","Transit",1.67000000,
"NGTS-8 b","Transit",11.42420450,
"Kepler-127 b","Transit",1.46000000,
"Kepler-711 b","Transit",3.41000000,
"Kepler-1302 b","Transit",1.48000000,
"Kepler-391 b","Transit",,
"Kepler-56 c","Transit",,
"Kepler-104 b","Transit",3.08000000,
"Kepler-1505 b","Transit",1.29000000,
"WASP-168 b","Transit",,
"Kepler-40 b","Transit",13.61200000,
"Kepler-1036 b","Transit",2.91000000,
"TOI-1408 c","Transit Timing Variations",2.22000000,7.60000000
"Kepler-126 c","Transit",1.60800000,1.27942148
"Kepler-1478 b","Transit",2.26200000,
"Kepler-1877 b","Transit",0.56800000,
"Kepler-747 b","Transit",,
"Kepler-37 c","Transit",0.71000000,
"HD 72659 b","Radial Velocity",,905.81095995
"Kepler-60 c","Transit",,4.80000000
"Kepler-299 d","Transit",1.73000000,
"XO-2 N b","Transit",11.16400000,179.56600000
"Kepler-282 c","Transit",,
"TrES-2 b","Transit",12.85000000,
"Kepler-27 d","Transit",2.70619460,
"HD 178911 B b","Radial Velocity",,2336.05050000
"Kepler-342 e","Transit",1.19100000,
"Kepler-318 c","Transit",3.63900000,
"KOI-12 b","Transit",,
"Kepler-718 b","Transit",22.51056206,
"TrES-2 b","Transit",,
"Kepler-1058 b","Transit",2.72000000,
"K2-222 b","Transit",2.39000000,
"WASP-29 b","Transit",,
"TOI-2459 b","Transit",2.95310000,
"Kepler-591 b","Transit",,
"CoRoT-16 b","Transit",13.11000000,170.03200000
"Kepler-1029 b","Transit",,
"Kepler-249 d","Transit",,
"Kepler-80 b","Transit",2.10000000,
"Kepler-1756 b","Transit",1.34000000,
"Kepler-1947 b","Transit",1.44000000,
"K2-268 c","Transit",2.14000000,
"Kepler-472 b","Transit",3.22000000,
"TOI-2587 A b","Transit",12.07207221,69.28659273
"DMPP-2 d","Radial Velocity",,91.79000000
"Kepler-1192 b","Transit",2.20000000,
"Kepler-476 b","Transit",2.54000000,
"Kepler-1388 e","Transit",,
"Kepler-1924 b","Transit",1.20000000,
"Kepler-560 b","Transit",,
"Kepler-262 c","Transit",2.06000000,
"Kepler-80 c","Transit",2.79000000,
"Kepler-65 b","Transit",1.52100000,2.45456926
"Kepler-784 b","Transit",3.49400000,
"Kepler-84 b","Transit",2.75000000,
"Kepler-377 c","Transit",2.06000000,
"CoRoT-19 b","Transit",,
"HD 108236 e","Transit",3.08300000,
"Kepler-11 g","Transit",3.49000000,
"HD 4308 b","Radial Velocity",,15.89150000
"Kepler-1311 d","Transit",7.22000000,
"Kepler-272 b","Transit",1.33000000,
"Kepler-700 b","Transit",,
"Kepler-1311 c","Transit",1.36000000,
"WASP-2 b","Transit",11.69098700,269.20201000
"Kepler-346 c","Transit",3.30000000,
"Kepler-1837 b","Transit",1.43000000,
"Kepler-1217 b","Transit",,
"Kepler-113 b","Transit",1.90000000,
"Kepler-467 b","Transit",2.25000000,
